CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,SnapshotDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
12671,165,3,63.620000000000005,21.206666666666667,241,2011-12-10 18:30:00,2,2,2,6,222
12672,73,1,4.36,4.36,73,2011-12-10 18:30:00,3,1,1,5,311
12673,147,3,123.80000000000001,41.26666666666667,210,2011-12-10 18:30:00,2,2,3,7,223
12674,240,3,51.26,17.086666666666666,264,2011-12-10 18:30:00,1,2,2,5,122
12675,48,5,239.25,47.85,147,2011-12-10 18:30:00,3,3,4,10,334
12676,60,3,20.71,6.903333333333333,70,2011-12-10 18:30:00,3,2,2,7,322
12677,39,6,386.4,64.39999999999999,191,2011-12-10 18:30:00,3,3,4,10,334
12678,131,1,10.65,10.65,131,2011-12-10 18:30:00,2,1,1,4,211
12679,16,1,1.44,1.44,16,2011-12-10 18:30:00,5,1,1,7,511
12680,39,9,754.64,83.8488888888889,332,2011-12-10 18:30:00,3,4,4,11,344
12681,205,4,130.53,32.6325,334,2011-12-10 18:30:00,1,3,3,7,133
12682,27,10,1568.76,156.876,279,2011-12-10 18:30:00,4,5,5,14,455
12683,117,2,34.05,17.025,130,2011-12-10 18:30:00,2,1,2,5,212
12684,16,14,1319.57,94.255,456,2011-12-10 18:30:00,5,5,5,15,555
12685,6,2,26.6,13.3,31,2011-12-10 18:30:00,5,1,2,8,512
12686,23,15,1254.75,83.65,569,2011-12-10 18:30:00,4,5,5,14,455
12687,8,1,15.16,15.16,8,2011-12-10 18:30:00,5,1,1,7,511
12688,278,5,28.78,5.756,322,2011-12-10 18:30:00,1,3,2,6,132
12689,193,6,276.95,46.15833333333333,373,2011-12-10 18:30:00,1,3,4,8,134
12690,489,1,5.04,5.04,489,2011-12-10 18:30:00,1,1,1,3,111
12691,268,3,15.0,5.0,298,2011-12-10 18:30:00,1,2,1,4,121
12692,22,1,24.06,24.06,22,2011-12-10 18:30:00,4,1,2,7,412
12693,98,4,463.57,115.8925,218,2011-12-10 18:30:00,2,3,4,9,234
12694,184,6,275.89,45.98166666666666,324,2011-12-10 18:30:00,1,3,4,8,134
12695,42,9,1245.56,138.39555555555555,136,2011-12-10 18:30:00,3,4,5,12,345
12696,186,3,96.11,32.03666666666667,273,2011-12-10 18:30:00,1,2,3,6,123
12697,1,15,1413.97,94.26466666666667,534,2011-12-10 18:30:00,5,5,5,15,555
12698,240,6,252.52,42.086666666666666,365,2011-12-10 18:30:00,1,3,4,8,134
12699,190,7,128.4,18.342857142857145,361,2011-12-10 18:30:00,1,4,3,8,143
12700,159,3,14.350000000000001,4.783333333333334,177,2011-12-10 18:30:00,2,2,1,5,221
12701,166,4,155.91,38.9775,250,2011-12-10 18:30:00,2,3,3,8,233
12702,306,4,39.82,9.955,358,2011-12-10 18:30:00,1,3,2,6,132
12703,243,2,40.290000000000006,20.145000000000003,285,2011-12-10 18:30:00,1,1,2,4,112
12704,192,7,220.04,31.434285714285714,353,2011-12-10 18:30:00,1,4,3,8,143
12705,176,5,68.15,13.63,290,2011-12-10 18:30:00,2,3,3,8,233
12706,17,1,18.96,18.96,17,2011-12-10 18:30:00,4,1,1,6,411
12707,2,8,514.1899999999999,64.27374999999999,267,2011-12-10 18:30:00,5,4,4,13,544
12708,17,9,718.73,79.85888888888888,234,2011-12-10 18:30:00,4,4,4,12,444
12709,47,10,1296.8,129.68,272,2011-12-10 18:30:00,3,5,5,13,355
12710,371,2,20.85,10.425,415,2011-12-10 18:30:00,1,1,2,4,112
12711,119,4,269.05,67.2625,236,2011-12-10 18:30:00,2,3,4,9,234
12712,104,2,18.490000000000002,9.245000000000001,134,2011-12-10 18:30:00,2,1,1,4,211
12713,101,2,23.77,11.885,134,2011-12-10 18:30:00,2,1,2,5,212
12714,78,9,605.7,67.30000000000001,341,2011-12-10 18:30:00,2,4,4,10,244
12715,19,2,0.7400000000000002,0.3700000000000001,19,2011-12-10 18:30:00,4,1,1,6,411
12716,320,4,20.700000000000003,5.175000000000001,400,2011-12-10 18:30:00,1,3,2,6,132
12717,85,5,176.44,35.288,133,2011-12-10 18:30:00,2,3,3,8,233
12718,8,10,471.8,47.18,224,2011-12-10 18:30:00,5,5,4,14,554
12719,91,4,133.07,33.2675,193,2011-12-10 18:30:00,2,3,3,8,233
12720,49,10,1029.51,102.951,174,2011-12-10 18:30:00,3,5,5,13,355
12721,9,16,1662.15,103.884375,466,2011-12-10 18:30:00,5,5,5,15,555
12722,30,2,32.81,16.405,39,2011-12-10 18:30:00,4,1,2,7,412
12723,45,2,79.58,39.79,61,2011-12-10 18:30:00,3,1,3,7,313
12724,12,4,138.48,34.62,141,2011-12-10 18:30:00,5,3,3,11,533
12725,56,3,23.41,7.803333333333334,107,2011-12-10 18:30:00,3,2,2,7,322
12726,22,6,254.41,42.401666666666664,198,2011-12-10 18:30:00,4,3,4,11,434
12727,21,2,39.870000000000005,19.935000000000002,43,2011-12-10 18:30:00,4,1,2,7,412
12728,493,2,18.79,9.395,507,2011-12-10 18:30:00,1,1,1,3,111
12729,241,3,101.46000000000001,33.82,303,2011-12-10 18:30:00,1,2,3,6,123
12730,34,3,35.330000000000005,11.776666666666669,67,2011-12-10 18:30:00,4,2,2,8,422
12731,23,1,12.780000000000001,12.780000000000001,23,2011-12-10 18:30:00,4,1,1,6,411
12732,130,2,27.93,13.965,142,2011-12-10 18:30:00,2,1,2,5,212
12733,29,1,12.28,12.28,29,2011-12-10 18:30:00,4,1,1,6,411
12734,41,13,1361.09,104.69923076923077,411,2011-12-10 18:30:00,3,5,5,13,355
12735,7,1,1.21,1.21,7,2011-12-10 18:30:00,5,1,1,7,511
12736,155,2,29.9,14.95,181,2011-12-10 18:30:00,2,1,2,5,212
12737,53,13,1263.72,97.20923076923077,431,2011-12-10 18:30:00,3,5,5,13,355
12738,164,2,98.89,49.445,194,2011-12-10 18:30:00,2,1,3,6,213
12739,497,2,18.0,9.0,507,2011-12-10 18:30:00,1,1,1,3,111
12740,21,35,12058.19,344.5197142857143,681,2011-12-10 18:30:00,4,5,5,14,455
12741,200,7,307.31,43.901428571428575,416,2011-12-10 18:30:00,1,4,4,9,144
12742,21,1,8.98,8.98,21,2011-12-10 18:30:00,4,1,1,6,411
12743,117,10,358.53000000000003,35.853,322,2011-12-10 18:30:00,2,5,4,11,254
12744,244,6,121.95,20.325,459,2011-12-10 18:30:00,1,3,3,7,133
12745,141,4,148.79,37.1975,199,2011-12-10 18:30:00,2,3,3,8,233
12746,11,9,433.28999999999996,48.14333333333333,144,2011-12-10 18:30:00,5,4,4,13,544
12747,30,1,1.4,1.4,30,2011-12-10 18:30:00,4,1,1,6,411
12748,179,4,86.53,21.6325,214,2011-12-10 18:30:00,2,3,3,8,233
12749,59,14,2011.79,143.6992857142857,527,2011-12-10 18:30:00,3,5,5,13,355
12750,24,2,6.8100000000000005,3.4050000000000002,24,2011-12-10 18:30:00,4,1,1,6,411
12751,3,2,14.27,7.135,43,2011-12-10 18:30:00,5,1,1,7,511
12752,84,3,288.9,96.3,150,2011-12-10 18:30:00,2,2,4,8,224
12753,10,2,7.34,3.67,51,2011-12-10 18:30:00,5,1,1,7,511
12754,46,14,1958.12,139.8657142857143,424,2011-12-10 18:30:00,3,5,5,13,355
12755,29,2,11.989999999999998,5.994999999999999,29,2011-12-10 18:30:00,4,1,1,6,411
12756,228,1,7.709999999999999,7.709999999999999,228,2011-12-10 18:30:00,1,1,1,3,111
12757,223,3,51.84,17.28,266,2011-12-10 18:30:00,1,2,2,5,122
12758,16,11,1247.18,113.38000000000001,386,2011-12-10 18:30:00,5,5,5,15,555
12759,36,2,26.21,13.105,47,2011-12-10 18:30:00,3,1,2,6,312
12760,9,17,5097.52,299.85411764705884,412,2011-12-10 18:30:00,5,5,5,15,555
12761,3,9,283.37,31.485555555555557,255,2011-12-10 18:30:00,5,4,4,13,544
12762,3,8,989.21,123.65125,217,2011-12-10 18:30:00,5,4,5,14,545
12763,277,2,22.09,11.045,293,2011-12-10 18:30:00,1,1,2,4,112
12764,20,15,1403.45,93.56333333333333,440,2011-12-10 18:30:00,4,5,5,14,455
12765,26,3,24.759999999999998,8.253333333333332,45,2011-12-10 18:30:00,4,2,2,8,422
12766,314,3,92.02,30.673333333333332,377,2011-12-10 18:30:00,1,2,3,6,123
12767,5,28,6425.27,229.4739285714286,687,2011-12-10 18:30:00,5,5,5,15,555
12768,2,24,7101.21,295.88375,617,2011-12-10 18:30:00,5,5,5,15,555
12769,20,28,7917.349999999999,282.7625,700,2011-12-10 18:30:00,4,5,5,14,455
12770,173,6,272.81,45.468333333333334,293,2011-12-10 18:30:00,2,3,4,9,234
12771,45,4,61.519999999999996,15.379999999999999,83,2011-12-10 18:30:00,3,3,2,8,332
12772,65,8,434.55,54.31875,265,2011-12-10 18:30:00,3,4,4,11,344
12773,2,1,7.86,7.86,2,2011-12-10 18:30:00,5,1,1,7,511
12774,1,19,4916.05,258.7394736842105,463,2011-12-10 18:30:00,5,5,5,15,555
12775,478,2,23.58,11.79,494,2011-12-10 18:30:00,1,2,2,5,122
12776,21,2,7.529999999999999,3.7649999999999997,41,2011-12-10 18:30:00,4,2,1,7,421
12777,210,1,2.67,2.67,210,2011-12-10 18:30:00,1,1,1,3,111
12778,445,2,45.62,22.81,478,2011-12-10 18:30:00,1,2,2,5,122
12779,25,3,11.690000000000001,3.896666666666667,47,2011-12-10 18:30:00,4,2,1,7,421
12780,8,17,3799.8900000000003,223.5229411764706,372,2011-12-10 18:30:00,5,5,5,15,555
12781,28,7,468.12,66.87428571428572,160,2011-12-10 18:30:00,4,4,4,12,444
12782,52,13,1693.81,130.2930769230769,482,2011-12-10 18:30:00,3,5,5,13,355
12783,130,3,17.22,5.739999999999999,150,2011-12-10 18:30:00,2,2,1,5,221
12784,207,3,70.87,23.623333333333335,242,2011-12-10 18:30:00,1,2,3,6,123
12785,172,2,35.730000000000004,17.865000000000002,198,2011-12-10 18:30:00,2,2,2,6,222
12786,11,1,1.28,1.28,11,2011-12-10 18:30:00,5,1,1,7,511
12787,48,13,1036.53,79.73307692307692,378,2011-12-10 18:30:00,3,5,5,13,355
12788,489,1,43.68,43.68,489,2011-12-10 18:30:00,1,1,2,4,112
12789,1,17,1590.01,93.53,573,2011-12-10 18:30:00,5,5,5,15,555
12790,6,6,286.26,47.71,178,2011-12-10 18:30:00,5,3,4,12,534
12791,106,1,15.14,15.14,106,2011-12-10 18:30:00,2,1,1,4,211
12792,28,3,32.34,10.780000000000001,34,2011-12-10 18:30:00,4,2,2,8,422
12793,184,7,251.35000000000002,35.90714285714286,418,2011-12-10 18:30:00,1,4,4,9,144
12794,15,27,6814.86,252.4022222222222,483,2011-12-10 18:30:00,5,5,5,15,555
12795,176,7,107.25,15.321428571428571,347,2011-12-10 18:30:00,2,4,3,9,243
12796,20,25,5948.88,237.9552,596,2011-12-10 18:30:00,4,5,5,14,455
12797,14,1,0.59,0.59,14,2011-12-10 18:30:00,5,1,1,7,511
12798,99,3,22.549999999999997,7.516666666666666,122,2011-12-10 18:30:00,2,2,2,6,222
12799,2,11,1032.68,93.88000000000001,186,2011-12-10 18:30:00,5,5,5,15,555
12800,13,11,1710.24,155.47636363636363,286,2011-12-10 18:30:00,5,5,5,15,555
12801,27,11,764.42,69.49272727272727,315,2011-12-10 18:30:00,4,5,4,13,454
12802,5,1,14.719999999999999,14.719999999999999,5,2011-12-10 18:30:00,5,1,1,7,511
12803,116,4,140.12,35.03,201,2011-12-10 18:30:00,2,3,3,8,233
12804,444,2,27.939999999999998,13.969999999999999,453,2011-12-10 18:30:00,1,2,2,5,122
12805,402,1,10.95,10.95,402,2011-12-10 18:30:00,1,1,1,3,111
12806,158,4,188.37,47.0925,257,2011-12-10 18:30:00,2,3,3,8,233
12807,49,16,1632.79,102.049375,500,2011-12-10 18:30:00,3,5,5,13,355
12808,34,2,27.33,13.665,40,2011-12-10 18:30:00,4,2,2,8,422
12809,8,9,489.88,54.43111111111111,178,2011-12-10 18:30:00,5,4,4,13,544
12810,81,7,301.74,43.105714285714285,166,2011-12-10 18:30:00,2,4,4,10,244
12811,376,3,75.91,25.30333333333333,440,2011-12-10 18:30:00,1,2,3,6,123
12812,230,1,1.44,1.44,230,2011-12-10 18:30:00,1,1,1,3,111
12813,20,1,2.59,2.59,20,2011-12-10 18:30:00,4,1,1,6,411
12814,16,17,1768.3400000000001,104.02000000000001,446,2011-12-10 18:30:00,5,5,5,15,555
12815,30,7,174.57999999999998,24.939999999999998,69,2011-12-10 18:30:00,4,4,3,11,443
12816,142,7,360.88,51.55428571428571,278,2011-12-10 18:30:00,2,4,4,10,244
12817,201,5,211.16,42.232,329,2011-12-10 18:30:00,1,3,3,7,133
12818,49,16,1025.07,64.066875,694,2011-12-10 18:30:00,3,5,5,13,355
12819,11,13,1410.32,108.48615384615384,371,2011-12-10 18:30:00,5,5,5,15,555
12820,58,4,170.15,42.5375,163,2011-12-10 18:30:00,3,3,3,9,333
12821,31,5,377.13,75.426,111,2011-12-10 18:30:00,4,3,4,11,434
12822,226,10,166.8,16.68,364,2011-12-10 18:30:00,1,5,3,9,153
12823,91,6,98.93,16.488333333333333,179,2011-12-10 18:30:00,2,3,3,8,233
12824,341,2,54.9,27.45,351,2011-12-10 18:30:00,1,2,2,5,122
12825,63,7,223.86,31.98,194,2011-12-10 18:30:00,3,4,4,11,344
12826,16,4,81.8,20.45,80,2011-12-10 18:30:00,5,3,3,11,533
12827,14,5,354.49,70.898,142,2011-12-10 18:30:00,5,3,4,12,534
12828,258,8,135.24,16.905,384,2011-12-10 18:30:00,1,4,3,8,143
12829,71,6,281.23,46.87166666666667,138,2011-12-10 18:30:00,3,4,4,11,344
12830,12,34,9070.97,266.7932352941176,650,2011-12-10 18:30:00,5,5,5,15,555
12831,173,3,120.38999999999999,40.129999999999995,210,2011-12-10 18:30:00,2,2,3,7,223
12832,37,5,142.04,28.407999999999998,149,2011-12-10 18:30:00,3,3,3,9,333
12833,17,6,189.70999999999998,31.61833333333333,153,2011-12-10 18:30:00,4,4,3,11,443
12834,38,3,31.14,10.38,72,2011-12-10 18:30:00,3,2,2,7,322
12835,125,4,116.93,29.2325,236,2011-12-10 18:30:00,2,3,3,8,233
12837,303,3,28.32,9.44,314,2011-12-10 18:30:00,1,2,2,5,122
12838,465,3,11.31,3.77,505,2011-12-10 18:30:00,1,2,1,4,121
12839,4,3,167.37,55.79,74,2011-12-10 18:30:00,5,2,3,10,523
12840,222,3,14.02,4.673333333333333,289,2011-12-10 18:30:00,1,2,1,4,121
12841,249,3,46.769999999999996,15.589999999999998,289,2011-12-10 18:30:00,1,2,2,5,122
12842,130,3,45.31,15.103333333333333,149,2011-12-10 18:30:00,2,2,2,6,222
12843,335,3,82.33,27.44333333333333,408,2011-12-10 18:30:00,1,2,3,6,123
12844,82,8,597.1,74.6375,221,2011-12-10 18:30:00,2,4,4,10,244
12845,96,6,238.76999999999998,39.794999999999995,248,2011-12-10 18:30:00,2,4,4,10,244
12846,139,4,30.17,7.5425,221,2011-12-10 18:30:00,2,3,2,7,232
12847,13,1,9.6,9.6,13,2011-12-10 18:30:00,5,1,1,7,511
12848,11,1,30.85,30.85,11,2011-12-10 18:30:00,5,1,2,8,512
12849,124,5,211.88,42.376,235,2011-12-10 18:30:00,2,3,3,8,233
12850,180,6,204.3,34.050000000000004,332,2011-12-10 18:30:00,2,4,3,9,243
12851,435,2,83.89999999999999,41.949999999999996,446,2011-12-10 18:30:00,1,2,3,6,123
12852,114,3,64.25,21.416666666666668,203,2011-12-10 18:30:00,2,2,2,6,222
12853,21,2,4.8100000000000005,2.4050000000000002,58,2011-12-10 18:30:00,4,2,1,7,421
12854,251,6,85.27,14.211666666666666,339,2011-12-10 18:30:00,1,4,3,8,143
12855,27,10,796.12,79.612,315,2011-12-10 18:30:00,4,5,4,13,454
12856,7,11,923.5600000000001,83.96000000000001,319,2011-12-10 18:30:00,5,5,5,15,555
12857,13,2,24.78,12.39,32,2011-12-10 18:30:00,5,2,2,9,522
12858,15,23,5959.22,259.0965217391304,631,2011-12-10 18:30:00,5,5,5,15,555
12859,83,4,338.16,84.54,185,2011-12-10 18:30:00,2,3,4,9,234
12860,51,5,363.73,72.74600000000001,95,2011-12-10 18:30:00,3,3,4,10,334
12861,27,7,843.1999999999999,120.45714285714284,207,2011-12-10 18:30:00,4,4,4,12,444
12862,78,9,463.47,51.49666666666667,252,2011-12-10 18:30:00,2,4,4,10,244
12863,216,4,22.91,5.7275,244,2011-12-10 18:30:00,1,3,2,6,132
12864,20,25,9361.37,374.45480000000003,594,2011-12-10 18:30:00,4,5,5,14,455
12865,40,1,1.02,1.02,40,2011-12-10 18:30:00,3,1,1,5,311
12866,34,3,16.21,5.403333333333333,63,2011-12-10 18:30:00,4,2,1,7,421
12867,69,8,343.26,42.9075,290,2011-12-10 18:30:00,3,4,4,11,344
12868,12,16,1970.83,123.176875,597,2011-12-10 18:30:00,5,5,5,15,555
12869,225,6,135.97,22.661666666666665,389,2011-12-10 18:30:00,1,4,3,8,143
12870,2,11,2053.83,186.7118181818182,298,2011-12-10 18:30:00,5,5,5,15,555
12871,89,3,111.85,37.28333333333333,143,2011-12-10 18:30:00,2,2,3,7,223
12872,30,2,8.18,4.09,74,2011-12-10 18:30:00,4,2,1,7,421
12873,28,1,14.93,14.93,28,2011-12-10 18:30:00,4,1,1,6,411
12874,254,3,10.950000000000001,3.6500000000000004,328,2011-12-10 18:30:00,1,2,1,4,121
12875,7,8,478.64,59.83,133,2011-12-10 18:30:00,5,4,4,13,544
12876,15,3,31.67,10.556666666666667,70,2011-12-10 18:30:00,5,2,2,9,522
12877,370,1,5.529999999999999,5.529999999999999,370,2011-12-10 18:30:00,1,1,1,3,111
12878,37,4,338.70000000000005,84.67500000000001,151,2011-12-10 18:30:00,3,3,4,10,334
12879,377,2,31.86,15.93,397,2011-12-10 18:30:00,1,2,2,5,122
12880,10,22,7295.38,331.60818181818183,621,2011-12-10 18:30:00,5,5,5,15,555
12881,76,9,244.56,27.173333333333332,384,2011-12-10 18:30:00,3,4,4,11,344
12882,129,5,77.5,15.5,289,2011-12-10 18:30:00,2,3,3,8,233
12883,41,7,1097.24,156.74857142857144,205,2011-12-10 18:30:00,3,4,5,12,345
12884,9,13,1921.09,147.77615384615385,377,2011-12-10 18:30:00,5,5,5,15,555
12885,7,1,1.78,1.78,7,2011-12-10 18:30:00,5,1,1,7,511
12886,31,1,35.28,35.28,31,2011-12-10 18:30:00,4,1,2,7,412
12887,14,7,308.84,44.12,195,2011-12-10 18:30:00,5,4,4,13,544
12888,28,2,17.71,8.855,72,2011-12-10 18:30:00,4,2,1,7,421
12889,37,2,6.0,3.0,37,2011-12-10 18:30:00,3,2,1,6,321
12890,23,10,1259.94,125.994,149,2011-12-10 18:30:00,4,5,5,14,455
12891,249,8,261.39,32.67375,508,2011-12-10 18:30:00,1,4,4,9,144
12892,115,3,214.24,71.41333333333334,187,2011-12-10 18:30:00,2,2,3,7,223
12893,23,14,2222.19,158.72785714285715,433,2011-12-10 18:30:00,4,5,5,14,455
12894,368,2,21.28,10.64,373,2011-12-10 18:30:00,1,2,2,5,122
12895,24,3,119.72999999999999,39.91,58,2011-12-10 18:30:00,4,2,3,9,423
12896,198,5,226.84,45.368,267,2011-12-10 18:30:00,1,3,4,8,134
12897,2,17,2198.24,129.30823529411762,556,2011-12-10 18:30:00,5,5,5,15,555
12898,28,11,1427.07,129.73363636363635,391,2011-12-10 18:30:00,4,5,5,14,455
12899,13,1,10.39,10.39,13,2011-12-10 18:30:00,5,1,1,7,511
12900,13,25,5799.86,231.99439999999998,534,2011-12-10 18:30:00,5,5,5,15,555
12901,76,9,456.94,50.77111111111111,240,2011-12-10 18:30:00,3,4,4,11,344
12902,117,7,423.79,60.541428571428575,272,2011-12-10 18:30:00,2,4,4,10,244
12903,156,2,33.36,16.68,238,2011-12-10 18:30:00,2,2,2,6,222
12904,87,6,147.12,24.52,297,2011-12-10 18:30:00,2,4,3,9,243
12905,50,3,59.18,19.726666666666667,89,2011-12-10 18:30:00,3,2,2,7,322
12906,32,12,1661.81,138.48416666666665,334,2011-12-10 18:30:00,4,5,5,14,455
12907,33,3,114.81,38.27,121,2011-12-10 18:30:00,4,2,3,9,423
12908,13,1,2.88,2.88,13,2011-12-10 18:30:00,5,1,1,7,511
12910,406,1,30.659999999999997,30.659999999999997,406,2011-12-10 18:30:00,1,1,2,4,112
12911,211,2,0.38000000000000045,0.19000000000000022,211,2011-12-10 18:30:00,1,2,1,4,121
12912,287,3,29.990000000000002,9.996666666666668,349,2011-12-10 18:30:00,1,2,2,5,122
12913,10,20,8430.99,421.54949999999997,639,2011-12-10 18:30:00,5,5,5,15,555
12914,27,8,178.23,22.27875,230,2011-12-10 18:30:00,4,4,3,11,443
12915,35,4,36.82,9.205,81,2011-12-10 18:30:00,3,3,2,8,332
12916,85,8,419.29,52.41125,286,2011-12-10 18:30:00,2,4,4,10,244
12917,32,2,0.009999999999999787,0.004999999999999893,32,2011-12-10 18:30:00,4,2,1,7,421
12918,247,4,162.38,40.595,328,2011-12-10 18:30:00,1,3,3,7,133
12920,8,1,5.0,5.0,8,2011-12-10 18:30:00,5,1,1,7,511
12921,166,7,389.69,55.67,411,2011-12-10 18:30:00,2,4,4,10,244
12922,7,1,3.24,3.24,7,2011-12-10 18:30:00,5,1,1,7,511
12923,109,4,134.45,33.6125,217,2011-12-10 18:30:00,2,3,3,8,233
12924,19,1,3.44,3.44,19,2011-12-10 18:30:00,4,1,1,6,411
12925,32,10,500.67,50.067,328,2011-12-10 18:30:00,4,5,4,13,454
12926,214,3,135.72,45.24,268,2011-12-10 18:30:00,1,2,3,6,123
12927,177,7,129.95,18.564285714285713,349,2011-12-10 18:30:00,2,4,3,9,243
12928,42,8,1206.6,150.825,178,2011-12-10 18:30:00,3,4,5,12,345
12929,13,4,249.28,62.32,91,2011-12-10 18:30:00,5,3,4,12,534
12930,3,2,39.44,19.72,23,2011-12-10 18:30:00,5,2,2,9,522
12931,198,3,36.66,12.219999999999999,262,2011-12-10 18:30:00,1,2,2,5,122
12932,35,19,1510.83,79.51736842105262,477,2011-12-10 18:30:00,3,5,5,13,355
12933,72,3,143.93,47.97666666666667,110,2011-12-10 18:30:00,3,2,3,8,323
12934,49,9,969.37,107.70777777777778,269,2011-12-10 18:30:00,3,4,5,12,345
12935,22,22,4951.89,225.0859090909091,702,2011-12-10 18:30:00,4,5,5,14,455
12936,7,2,21.86,10.93,39,2011-12-10 18:30:00,5,2,2,9,522
12937,166,4,138.86,34.715,231,2011-12-10 18:30:00,2,3,3,8,233
12938,19,9,371.91,41.32333333333334,239,2011-12-10 18:30:00,4,4,4,12,444
12939,87,7,203.61,29.087142857142858,216,2011-12-10 18:30:00,2,4,3,9,243
12940,1,19,4891.37,257.44052631578944,625,2011-12-10 18:30:00,5,5,5,15,555
12941,73,7,354.04,50.57714285714286,217,2011-12-10 18:30:00,3,4,4,11,344
12942,381,1,1.36,1.36,381,2011-12-10 18:30:00,1,1,1,3,111
12943,413,2,55.58,27.79,438,2011-12-10 18:30:00,1,2,2,5,122
12944,34,1,13.75,13.75,34,2011-12-10 18:30:00,4,1,1,6,411
12945,168,4,69.45,17.3625,210,2011-12-10 18:30:00,2,3,3,8,233
12946,16,6,230.32,38.38666666666666,164,2011-12-10 18:30:00,5,4,4,13,544
12947,270,2,27.82,13.91,295,2011-12-10 18:30:00,1,2,2,5,122
12948,15,1,2.9699999999999998,2.9699999999999998,15,2011-12-10 18:30:00,5,1,1,7,511
12949,329,3,17.98,5.993333333333333,350,2011-12-10 18:30:00,1,2,1,4,121
12950,5,2,5.97,2.985,18,2011-12-10 18:30:00,5,2,1,8,521
12951,143,1,17.22,17.22,143,2011-12-10 18:30:00,2,1,1,4,211
12952,21,1,2.32,2.32,21,2011-12-10 18:30:00,4,1,1,6,411
12953,21,7,608.73,86.96142857142857,186,2011-12-10 18:30:00,4,4,4,12,444
12954,225,1,19.02,19.02,225,2011-12-10 18:30:00,1,1,1,3,111
12955,8,5,110.67999999999999,22.136,86,2011-12-10 18:30:00,5,3,3,11,533
12956,111,4,139.81,34.9525,230,2011-12-10 18:30:00,2,3,3,8,233
12957,35,3,48.99,16.330000000000002,88,2011-12-10 18:30:00,3,2,2,7,322
12958,17,1,2.52,2.52,17,2011-12-10 18:30:00,4,1,1,6,411
12959,18,1,7.1899999999999995,7.1899999999999995,18,2011-12-10 18:30:00,4,1,1,6,411
12960,33,9,319.09,35.45444444444444,141,2011-12-10 18:30:00,4,4,4,12,444
12961,400,3,42.64,14.213333333333333,456,2011-12-10 18:30:00,1,2,2,5,122
12962,241,1,12.629999999999999,12.629999999999999,241,2011-12-10 18:30:00,1,1,1,3,111
12963,80,7,189.19,27.027142857142856,212,2011-12-10 18:30:00,2,4,3,9,243
12964,46,15,2330.18,155.34533333333331,453,2011-12-10 18:30:00,3,5,5,13,355
12965,2,17,4283.42,251.96588235294118,492,2011-12-10 18:30:00,5,5,5,15,555
12966,343,3,38.120000000000005,12.706666666666669,391,2011-12-10 18:30:00,1,2,2,5,122
12967,152,7,252.21,36.03,348,2011-12-10 18:30:00,2,4,4,10,244
12968,18,1,18.88,18.88,18,2011-12-10 18:30:00,4,1,1,6,411
12969,85,2,195.9,97.95,125,2011-12-10 18:30:00,2,2,3,7,223
12970,10,1,2.01,2.01,10,2011-12-10 18:30:00,5,1,1,7,511
12971,152,3,82.31,27.436666666666667,229,2011-12-10 18:30:00,2,2,3,7,223
12972,138,3,54.44,18.146666666666665,192,2011-12-10 18:30:00,2,2,2,6,222
12973,24,16,2228.56,139.285,556,2011-12-10 18:30:00,4,5,5,14,455
12974,50,4,212.91,53.2275,101,2011-12-10 18:30:00,3,3,3,9,333
12975,368,2,27.200000000000003,13.600000000000001,375,2011-12-10 18:30:00,1,2,2,5,122
12976,9,2,31.62,15.81,53,2011-12-10 18:30:00,5,2,2,9,522
12977,23,2,15.780000000000001,7.890000000000001,29,2011-12-10 18:30:00,4,2,1,7,421
12978,1,29,9974.33,343.94241379310347,673,2011-12-10 18:30:00,5,5,5,15,555
12979,102,3,163.45,54.48333333333333,116,2011-12-10 18:30:00,2,2,3,7,223
12980,6,25,9419.78,376.7912,709,2011-12-10 18:30:00,5,5,5,15,555
12981,11,9,850.51,94.50111111111111,151,2011-12-10 18:30:00,5,4,5,14,545
12982,461,3,18.83,6.276666666666666,495,2011-12-10 18:30:00,1,2,1,4,121
12983,261,4,46.56999999999999,11.642499999999998,304,2011-12-10 18:30:00,1,3,2,6,132
12984,58,3,29.87,9.956666666666667,144,2011-12-10 18:30:00,3,2,2,7,322
12985,24,1,11.65,11.65,24,2011-12-10 18:30:00,4,1,1,6,411
12986,69,1,10.95,10.95,69,2011-12-10 18:30:00,3,1,1,5,311
12987,435,3,14.920000000000002,4.973333333333334,476,2011-12-10 18:30:00,1,2,1,4,121
12988,21,22,2850.0699999999997,129.54863636363635,667,2011-12-10 18:30:00,4,5,5,14,455
12989,25,6,302.0,50.333333333333336,80,2011-12-10 18:30:00,4,4,4,12,444
12990,64,3,6.320000000000001,2.106666666666667,69,2011-12-10 18:30:00,3,2,1,6,321
12991,22,4,15.100000000000001,3.7750000000000004,46,2011-12-10 18:30:00,4,3,1,8,431
12992,6,29,7644.27,263.5955172413793,646,2011-12-10 18:30:00,5,5,5,15,555
12993,13,4,67.71000000000001,16.927500000000002,32,2011-12-10 18:30:00,5,3,3,11,533
12994,253,2,6.55,3.275,280,2011-12-10 18:30:00,1,2,1,4,121
12995,14,27,8780.06,325.18740740740736,710,2011-12-10 18:30:00,5,5,5,15,555
12996,188,3,200.76,66.92,226,2011-12-10 18:30:00,1,2,3,6,123
