CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,SnapshotDate,Cluster,DistanceToCentroid,Segment
12613,6,7,750.3000000000001,107.1857142857143,270,2011-12-10 18:30:00,5,0.5842749949556013,Loyal Customers (less frequent)
12614,5,15,1480.05,98.67,533,2011-12-10 18:30:00,4,0.8124811387152518,Champions
12615,25,16,3201.59,200.099375,421,2011-12-10 18:30:00,0,0.7832586611401584,Loyal Customers
12616,7,27,9477.15,351.00555555555553,631,2011-12-10 18:30:00,4,0.515940754995737,Champions
12617,32,12,1260.2,105.01666666666667,384,2011-12-10 18:30:00,0,0.16017099436234802,Loyal Customers
12618,11,24,5875.67,244.81958333333333,613,2011-12-10 18:30:00,4,0.26713054788339236,Champions
12619,78,3,90.51,30.17,150,2011-12-10 18:30:00,3,0.7748849024293626,At Risk - High Value
12620,40,2,53.83,26.915,56,2011-12-10 18:30:00,2,0.9598901400765205,New / Promising
12621,34,8,439.93,54.99125,244,2011-12-10 18:30:00,0,0.5932467313064949,Loyal Customers
12622,23,3,111.51,37.17,57,2011-12-10 18:30:00,5,1.1635852065478693,Loyal Customers (less frequent)
12623,64,2,46.7,23.35,91,2011-12-10 18:30:00,1,1.0117260520125788,Hibernating / Lost
12624,33,1,9.92,9.92,33,2011-12-10 18:30:00,2,0.6136450859866956,New / Promising
12625,2,2,48.5,24.25,14,2011-12-10 18:30:00,2,1.5494351686432501,New / Promising
12626,1,20,6367.48,318.37399999999997,614,2011-12-10 18:30:00,4,1.230110161170599,Champions
12627,43,16,1328.51,83.031875,384,2011-12-10 18:30:00,0,0.5023245073427443,Loyal Customers
12628,7,7,415.51,59.35857142857143,212,2011-12-10 18:30:00,5,0.2921372782266723,Loyal Customers (less frequent)
12629,22,4,163.95,40.9875,116,2011-12-10 18:30:00,5,0.8692784755622208,Loyal Customers (less frequent)
12630,19,6,119.45,19.908333333333335,133,2011-12-10 18:30:00,5,0.6842908324873456,Loyal Customers (less frequent)
12631,181,6,131.11,21.85166666666667,309,2011-12-10 18:30:00,3,0.45762235136668905,At Risk - High Value
12632,22,15,3818.42,254.56133333333335,440,2011-12-10 18:30:00,4,0.7969836259544343,Champions
12633,114,6,332.77,55.461666666666666,270,2011-12-10 18:30:00,3,0.31125269093082664,At Risk - High Value
12634,150,6,255.3,42.550000000000004,340,2011-12-10 18:30:00,3,0.31679535393603553,At Risk - High Value
12635,2,15,2502.33,166.822,326,2011-12-10 18:30:00,4,1.052291130857316,Champions
12636,12,2,6.3100000000000005,3.1550000000000002,54,2011-12-10 18:30:00,2,0.4453892116047299,New / Promising
12637,22,29,5736.44,197.80827586206894,674,2011-12-10 18:30:00,4,0.7926061757136023,Champions
12638,27,1,6.35,6.35,27,2011-12-10 18:30:00,2,0.582662962126481,New / Promising
12639,43,15,1776.25,118.41666666666667,406,2011-12-10 18:30:00,0,0.4924615158748788,Loyal Customers
12640,24,2,14.64,7.32,30,2011-12-10 18:30:00,2,0.31041077718906196,New / Promising
12641,36,4,4.11,1.0275,53,2011-12-10 18:30:00,2,1.1466764393611617,New / Promising
12642,31,2,14.780000000000001,7.390000000000001,53,2011-12-10 18:30:00,2,0.47286020865073863,New / Promising
12643,154,2,20.48,10.24,165,2011-12-10 18:30:00,1,0.35302989924314354,Hibernating / Lost
12644,405,3,36.64,12.213333333333333,443,2011-12-10 18:30:00,1,0.558629653526709,Hibernating / Lost
12645,168,2,71.69,35.845,181,2011-12-10 18:30:00,1,0.5258191436694322,Hibernating / Lost
12646,483,1,32.739999999999995,32.739999999999995,483,2011-12-10 18:30:00,1,0.8397683163358061,Hibernating / Lost
12647,56,15,1262.88,84.19200000000001,584,2011-12-10 18:30:00,0,0.5228764006383785,Loyal Customers
12648,203,3,157.72,52.57333333333333,291,2011-12-10 18:30:00,3,0.7934414165311591,At Risk - High Value
12649,51,2,92.59,46.295,69,2011-12-10 18:30:00,3,1.2282992171110345,At Risk - High Value
12650,1,1,18.32,18.32,1,2011-12-10 18:30:00,2,1.7520738490831687,New / Promising
12651,181,5,65.07,13.014,301,2011-12-10 18:30:00,3,0.6730621379527512,At Risk - High Value
12652,69,3,264.9,88.3,145,2011-12-10 18:30:00,3,0.7326298579268343,At Risk - High Value
12653,78,2,69.4,34.7,117,2011-12-10 18:30:00,1,0.9429610432021798,Hibernating / Lost
12654,50,8,523.4399999999999,65.42999999999999,239,2011-12-10 18:30:00,0,0.5922360736326909,Loyal Customers
12655,38,17,1950.48,114.73411764705882,597,2011-12-10 18:30:00,0,0.6338293293761785,Loyal Customers
12656,80,7,206.83999999999997,29.548571428571424,240,2011-12-10 18:30:00,3,0.40249427434160395,At Risk - High Value
12657,235,7,237.13,33.87571428571429,440,2011-12-10 18:30:00,3,0.6807513279527531,At Risk - High Value
12658,6,9,536.86,59.65111111111111,151,2011-12-10 18:30:00,5,0.6074153945839171,Loyal Customers (less frequent)
12659,96,8,229.94,28.7425,167,2011-12-10 18:30:00,3,0.5048895226141433,At Risk - High Value
12660,45,5,255.99,51.198,141,2011-12-10 18:30:00,3,0.6863352757952633,At Risk - High Value
12661,113,4,174.53,43.6325,182,2011-12-10 18:30:00,3,0.32493895249405874,At Risk - High Value
12662,56,5,103.66,20.732,119,2011-12-10 18:30:00,3,0.5962644984416288,At Risk - High Value
12663,198,1,5.8,5.8,198,2011-12-10 18:30:00,1,0.9692245815623605,Hibernating / Lost
12664,20,5,71.10000000000001,14.220000000000002,104,2011-12-10 18:30:00,5,0.9316994409137702,Loyal Customers (less frequent)
12665,2,1,1.58,1.58,2,2011-12-10 18:30:00,2,1.6645679774457625,New / Promising
12666,17,1,14.930000000000001,14.930000000000001,17,2011-12-10 18:30:00,2,0.38376341636601113,New / Promising
12667,15,4,200.79999999999998,50.199999999999996,102,2011-12-10 18:30:00,5,0.657482265465721,Loyal Customers (less frequent)
12668,54,4,135.95,33.9875,100,2011-12-10 18:30:00,3,0.6440522248917303,At Risk - High Value
12669,147,2,64.6,32.3,181,2011-12-10 18:30:00,1,0.5399740462498795,Hibernating / Lost
12670,14,2,21.65,10.825,50,2011-12-10 18:30:00,2,0.35579958613324775,New / Promising
12671,165,3,63.620000000000005,21.206666666666667,241,2011-12-10 18:30:00,1,0.5831625512493025,Hibernating / Lost
12672,73,1,4.36,4.36,73,2011-12-10 18:30:00,2,1.2275393791262847,New / Promising
12673,147,3,123.80000000000001,41.26666666666667,210,2011-12-10 18:30:00,3,0.7034856076240499,At Risk - High Value
12674,240,3,51.26,17.086666666666666,264,2011-12-10 18:30:00,1,0.44640335050156055,Hibernating / Lost
12675,48,5,239.25,47.85,147,2011-12-10 18:30:00,3,0.6324961301808578,At Risk - High Value
12676,60,3,20.71,6.903333333333333,70,2011-12-10 18:30:00,1,1.0910306785861683,Hibernating / Lost
12677,39,6,386.4,64.39999999999999,191,2011-12-10 18:30:00,3,0.8623757685011787,At Risk - High Value
12678,131,1,10.65,10.65,131,2011-12-10 18:30:00,1,0.8870381324197015,Hibernating / Lost
12679,16,1,1.44,1.44,16,2011-12-10 18:30:00,2,0.942823507887969,New / Promising
12680,39,9,754.64,83.8488888888889,332,2011-12-10 18:30:00,0,0.31613031811296205,Loyal Customers
12681,205,4,130.53,32.6325,334,2011-12-10 18:30:00,3,0.612473076246397,At Risk - High Value
12682,27,10,1568.76,156.876,279,2011-12-10 18:30:00,0,0.32547748853366393,Loyal Customers
12683,117,2,34.05,17.025,130,2011-12-10 18:30:00,1,0.532367727120092,Hibernating / Lost
12684,16,14,1319.57,94.255,456,2011-12-10 18:30:00,0,0.666179396347733,Loyal Customers
12685,6,2,26.6,13.3,31,2011-12-10 18:30:00,2,0.8439485686516001,New / Promising
12686,23,15,1254.75,83.65,569,2011-12-10 18:30:00,0,0.5071278327137967,Loyal Customers
12687,8,1,15.16,15.16,8,2011-12-10 18:30:00,2,0.6684116536159237,New / Promising
12688,278,5,28.78,5.756,322,2011-12-10 18:30:00,1,0.902511621968716,Hibernating / Lost
12689,193,6,276.95,46.15833333333333,373,2011-12-10 18:30:00,3,0.4951022375234583,At Risk - High Value
12690,489,1,5.04,5.04,489,2011-12-10 18:30:00,1,1.1600391810636068,Hibernating / Lost
12691,268,3,15.0,5.0,298,2011-12-10 18:30:00,1,0.46576059309338474,Hibernating / Lost
12692,22,1,24.06,24.06,22,2011-12-10 18:30:00,2,0.5188757591951989,New / Promising
12693,98,4,463.57,115.8925,218,2011-12-10 18:30:00,3,0.5507024902593094,At Risk - High Value
12694,184,6,275.89,45.98166666666666,324,2011-12-10 18:30:00,3,0.4623800769170514,At Risk - High Value
12695,42,9,1245.56,138.39555555555555,136,2011-12-10 18:30:00,0,0.3118129362109559,Loyal Customers
12696,186,3,96.11,32.03666666666667,273,2011-12-10 18:30:00,1,0.7135600199982425,Hibernating / Lost
12697,1,15,1413.97,94.26466666666667,534,2011-12-10 18:30:00,4,1.4247385507723922,Champions
12698,240,6,252.52,42.086666666666666,365,2011-12-10 18:30:00,3,0.6357268774612539,At Risk - High Value
12699,190,7,128.4,18.342857142857145,361,2011-12-10 18:30:00,3,0.5743444390064357,At Risk - High Value
12700,159,3,14.350000000000001,4.783333333333334,177,2011-12-10 18:30:00,1,0.547478238395313,Hibernating / Lost
12701,166,4,155.91,38.9775,250,2011-12-10 18:30:00,3,0.46676270854309754,At Risk - High Value
12702,306,4,39.82,9.955,358,2011-12-10 18:30:00,1,0.696641468571155,Hibernating / Lost
12703,243,2,40.290000000000006,20.145000000000003,285,2011-12-10 18:30:00,1,0.18936843389777291,Hibernating / Lost
12704,192,7,220.04,31.434285714285714,353,2011-12-10 18:30:00,3,0.5468465594762003,At Risk - High Value
12705,176,5,68.15,13.63,290,2011-12-10 18:30:00,3,0.6420562571691595,At Risk - High Value
12706,17,1,18.96,18.96,17,2011-12-10 18:30:00,2,0.4239834657134238,New / Promising
12707,2,8,514.1899999999999,64.27374999999999,267,2011-12-10 18:30:00,5,1.01541311457208,Loyal Customers (less frequent)
12708,17,9,718.73,79.85888888888888,234,2011-12-10 18:30:00,0,0.629562968673411,Loyal Customers
12709,47,10,1296.8,129.68,272,2011-12-10 18:30:00,0,0.27871201772252563,Loyal Customers
12710,371,2,20.85,10.425,415,2011-12-10 18:30:00,1,0.3948227248089029,Hibernating / Lost
12711,119,4,269.05,67.2625,236,2011-12-10 18:30:00,3,0.36713266205722794,At Risk - High Value
12712,104,2,18.490000000000002,9.245000000000001,134,2011-12-10 18:30:00,1,0.6465951607355201,Hibernating / Lost
12713,101,2,23.77,11.885,134,2011-12-10 18:30:00,1,0.641022376347156,Hibernating / Lost
12714,78,9,605.7,67.30000000000001,341,2011-12-10 18:30:00,0,0.7035820745501633,Loyal Customers
12715,19,2,0.7400000000000002,0.3700000000000001,19,2011-12-10 18:30:00,2,1.05286421584179,New / Promising
12716,320,4,20.700000000000003,5.175000000000001,400,2011-12-10 18:30:00,1,0.7035054021375253,Hibernating / Lost
12717,85,5,176.44,35.288,133,2011-12-10 18:30:00,3,0.2045903375392753,At Risk - High Value
12718,8,10,471.8,47.18,224,2011-12-10 18:30:00,5,0.6253158519751402,Loyal Customers (less frequent)
12719,91,4,133.07,33.2675,193,2011-12-10 18:30:00,3,0.3942905648712588,At Risk - High Value
12720,49,10,1029.51,102.951,174,2011-12-10 18:30:00,0,0.2786245549518575,Loyal Customers
12721,9,16,1662.15,103.884375,466,2011-12-10 18:30:00,4,0.6255221958697073,Champions
12722,30,2,32.81,16.405,39,2011-12-10 18:30:00,2,0.643393942008065,New / Promising
12723,45,2,79.58,39.79,61,2011-12-10 18:30:00,2,1.1633089109568604,New / Promising
12724,12,4,138.48,34.62,141,2011-12-10 18:30:00,5,0.6617488966419872,Loyal Customers (less frequent)
12725,56,3,23.41,7.803333333333334,107,2011-12-10 18:30:00,2,1.0889410676096722,New / Promising
12726,22,6,254.41,42.401666666666664,198,2011-12-10 18:30:00,5,0.6454831372658124,Loyal Customers (less frequent)
12727,21,2,39.870000000000005,19.935000000000002,43,2011-12-10 18:30:00,2,0.6075144148241889,New / Promising
12728,493,2,18.79,9.395,507,2011-12-10 18:30:00,1,0.614929913217534,Hibernating / Lost
12729,241,3,101.46000000000001,33.82,303,2011-12-10 18:30:00,1,0.7183152842085515,Hibernating / Lost
12730,34,3,35.330000000000005,11.776666666666669,67,2011-12-10 18:30:00,2,0.9134193901401705,New / Promising
12731,23,1,12.780000000000001,12.780000000000001,23,2011-12-10 18:30:00,2,0.42771722352885816,New / Promising
12732,130,2,27.93,13.965,142,2011-12-10 18:30:00,1,0.44464381869885156,Hibernating / Lost
12733,29,1,12.28,12.28,29,2011-12-10 18:30:00,2,0.5322978976673094,New / Promising
12734,41,13,1361.09,104.69923076923077,411,2011-12-10 18:30:00,0,0.26653082885957435,Loyal Customers
12735,7,1,1.21,1.21,7,2011-12-10 18:30:00,2,1.1747569606165909,New / Promising
12736,155,2,29.9,14.95,181,2011-12-10 18:30:00,1,0.31355011121907067,Hibernating / Lost
12737,53,13,1263.72,97.20923076923077,431,2011-12-10 18:30:00,0,0.37569519634133985,Loyal Customers
12738,164,2,98.89,49.445,194,2011-12-10 18:30:00,1,0.6782612316187102,Hibernating / Lost
12739,497,2,18.0,9.0,507,2011-12-10 18:30:00,1,0.6276039428359934,Hibernating / Lost
12740,21,35,12058.19,344.5197142857143,681,2011-12-10 18:30:00,4,1.0417988536579954,Champions
12741,200,7,307.31,43.901428571428575,416,2011-12-10 18:30:00,3,0.6144654802121647,At Risk - High Value
12742,21,1,8.98,8.98,21,2011-12-10 18:30:00,2,0.4270676132131223,New / Promising
12743,117,10,358.53000000000003,35.853,322,2011-12-10 18:30:00,3,0.8268997767734169,At Risk - High Value
12744,244,6,121.95,20.325,459,2011-12-10 18:30:00,3,0.6742821326566115,At Risk - High Value
12745,141,4,148.79,37.1975,199,2011-12-10 18:30:00,3,0.39820570368301267,At Risk - High Value
12746,11,9,433.28999999999996,48.14333333333333,144,2011-12-10 18:30:00,5,0.5040133609225217,Loyal Customers (less frequent)
12747,30,1,1.4,1.4,30,2011-12-10 18:30:00,2,1.031178030234098,New / Promising
12748,179,4,86.53,21.6325,214,2011-12-10 18:30:00,3,0.6395441427713907,At Risk - High Value
12749,59,14,2011.79,143.6992857142857,527,2011-12-10 18:30:00,0,0.5900343309498218,Loyal Customers
12750,24,2,6.8100000000000005,3.4050000000000002,24,2011-12-10 18:30:00,2,0.4077729642855449,New / Promising
12751,3,2,14.27,7.135,43,2011-12-10 18:30:00,2,1.1853293272582452,New / Promising
12752,84,3,288.9,96.3,150,2011-12-10 18:30:00,3,0.6868766147509627,At Risk - High Value
12753,10,2,7.34,3.67,51,2011-12-10 18:30:00,2,0.49581987719696213,New / Promising
12754,46,14,1958.12,139.8657142857143,424,2011-12-10 18:30:00,0,0.47990965746678277,Loyal Customers
12755,29,2,11.989999999999998,5.994999999999999,29,2011-12-10 18:30:00,2,0.42118037802135383,New / Promising
12756,228,1,7.709999999999999,7.709999999999999,228,2011-12-10 18:30:00,1,0.8697418414817984,Hibernating / Lost
12757,223,3,51.84,17.28,266,2011-12-10 18:30:00,1,0.45012289519964355,Hibernating / Lost
12758,16,11,1247.18,113.38000000000001,386,2011-12-10 18:30:00,0,0.5942770029668042,Loyal Customers
12759,36,2,26.21,13.105,47,2011-12-10 18:30:00,2,0.6722881696880862,New / Promising
12760,9,17,5097.52,299.85411764705884,412,2011-12-10 18:30:00,4,0.2815346222515179,Champions
12761,3,9,283.37,31.485555555555557,255,2011-12-10 18:30:00,5,0.823292905056964,Loyal Customers (less frequent)
12762,3,8,989.21,123.65125,217,2011-12-10 18:30:00,5,0.9931507254580794,Loyal Customers (less frequent)
12763,277,2,22.09,11.045,293,2011-12-10 18:30:00,1,0.1917268318338175,Hibernating / Lost
12764,20,15,1403.45,93.56333333333333,440,2011-12-10 18:30:00,0,0.5902279574943525,Loyal Customers
12765,26,3,24.759999999999998,8.253333333333332,45,2011-12-10 18:30:00,2,0.7289126517993364,New / Promising
12766,314,3,92.02,30.673333333333332,377,2011-12-10 18:30:00,1,0.7140918755036582,Hibernating / Lost
12767,5,28,6425.27,229.4739285714286,687,2011-12-10 18:30:00,4,0.5582561270119617,Champions
12768,2,24,7101.21,295.88375,617,2011-12-10 18:30:00,4,0.948388607498758,Champions
12769,20,28,7917.349999999999,282.7625,700,2011-12-10 18:30:00,4,0.7525393396675946,Champions
12770,173,6,272.81,45.468333333333334,293,2011-12-10 18:30:00,3,0.4197627083622297,At Risk - High Value
12771,45,4,61.519999999999996,15.379999999999999,83,2011-12-10 18:30:00,3,0.936237676889497,At Risk - High Value
12772,65,8,434.55,54.31875,265,2011-12-10 18:30:00,3,0.746918985155522,At Risk - High Value
12773,2,1,7.86,7.86,2,2011-12-10 18:30:00,2,1.455198084810391,New / Promising
12774,1,19,4916.05,258.7394736842105,463,2011-12-10 18:30:00,4,1.2249258811288677,Champions
12775,478,2,23.58,11.79,494,2011-12-10 18:30:00,1,0.5658120774072102,Hibernating / Lost
12776,21,2,7.529999999999999,3.7649999999999997,41,2011-12-10 18:30:00,2,0.32630459643075044,New / Promising
12777,210,1,2.67,2.67,210,2011-12-10 18:30:00,1,1.2197446801812983,Hibernating / Lost
12778,445,2,45.62,22.81,478,2011-12-10 18:30:00,1,0.5573676899061525,Hibernating / Lost
12779,25,3,11.690000000000001,3.896666666666667,47,2011-12-10 18:30:00,2,0.6386486422628276,New / Promising
12780,8,17,3799.8900000000003,223.5229411764706,372,2011-12-10 18:30:00,4,0.299037015808628,Champions
12781,28,7,468.12,66.87428571428572,160,2011-12-10 18:30:00,0,0.7178639898582146,Loyal Customers
12782,52,13,1693.81,130.2930769230769,482,2011-12-10 18:30:00,0,0.4314807616650468,Loyal Customers
12783,130,3,17.22,5.739999999999999,150,2011-12-10 18:30:00,1,0.6021645738374662,Hibernating / Lost
12784,207,3,70.87,23.623333333333335,242,2011-12-10 18:30:00,1,0.5715257339852348,Hibernating / Lost
12785,172,2,35.730000000000004,17.865000000000002,198,2011-12-10 18:30:00,1,0.2619517584636016,Hibernating / Lost
12786,11,1,1.28,1.28,11,2011-12-10 18:30:00,2,1.025568849651194,New / Promising
12787,48,13,1036.53,79.73307692307692,378,2011-12-10 18:30:00,0,0.30036941751517443,Loyal Customers
12788,489,1,43.68,43.68,489,2011-12-10 18:30:00,1,0.8700241662712539,Hibernating / Lost
12789,1,17,1590.01,93.53,573,2011-12-10 18:30:00,4,1.3590673334131942,Champions
12790,6,6,286.26,47.71,178,2011-12-10 18:30:00,5,0.2802855504204902,Loyal Customers (less frequent)
12791,106,1,15.14,15.14,106,2011-12-10 18:30:00,1,0.9094187851751019,Hibernating / Lost
12792,28,3,32.34,10.780000000000001,34,2011-12-10 18:30:00,2,0.8183879148759398,New / Promising
12793,184,7,251.35000000000002,35.90714285714286,418,2011-12-10 18:30:00,3,0.5340180269708078,At Risk - High Value
12794,15,27,6814.86,252.4022222222222,483,2011-12-10 18:30:00,4,0.5418736271920227,Champions
12795,176,7,107.25,15.321428571428571,347,2011-12-10 18:30:00,3,0.573264763997905,At Risk - High Value
12796,20,25,5948.88,237.9552,596,2011-12-10 18:30:00,4,0.6454453040205139,Champions
12797,14,1,0.59,0.59,14,2011-12-10 18:30:00,2,1.1533834580776414,New / Promising
12798,99,3,22.549999999999997,7.516666666666666,122,2011-12-10 18:30:00,1,0.7371185379683992,Hibernating / Lost
12799,2,11,1032.68,93.88000000000001,186,2011-12-10 18:30:00,5,1.3247088019225446,Loyal Customers (less frequent)
12800,13,11,1710.24,155.47636363636363,286,2011-12-10 18:30:00,0,0.7794403216164986,Loyal Customers
12801,27,11,764.42,69.49272727272727,315,2011-12-10 18:30:00,0,0.2506758850745955,Loyal Customers
12802,5,1,14.719999999999999,14.719999999999999,5,2011-12-10 18:30:00,2,0.9390404529219142,New / Promising
12803,116,4,140.12,35.03,201,2011-12-10 18:30:00,3,0.3613227407229396,At Risk - High Value
12804,444,2,27.939999999999998,13.969999999999999,453,2011-12-10 18:30:00,1,0.5029040932728772,Hibernating / Lost
12805,402,1,10.95,10.95,402,2011-12-10 18:30:00,1,0.8747146587154374,Hibernating / Lost
12806,158,4,188.37,47.0925,257,2011-12-10 18:30:00,3,0.4284085495123479,At Risk - High Value
12807,49,16,1632.79,102.049375,500,2011-12-10 18:30:00,0,0.5734598646901709,Loyal Customers
12808,34,2,27.33,13.665,40,2011-12-10 18:30:00,2,0.6501039228909334,New / Promising
12809,8,9,489.88,54.43111111111111,178,2011-12-10 18:30:00,5,0.5217014307463935,Loyal Customers (less frequent)
12810,81,7,301.74,43.105714285714285,166,2011-12-10 18:30:00,3,0.45503823631745405,At Risk - High Value
12811,376,3,75.91,25.30333333333333,440,2011-12-10 18:30:00,1,0.7000046600919974,Hibernating / Lost
12812,230,1,1.44,1.44,230,2011-12-10 18:30:00,1,1.399298461790863,Hibernating / Lost
12813,20,1,2.59,2.59,20,2011-12-10 18:30:00,2,0.7729020395809703,New / Promising
12814,16,17,1768.3400000000001,104.02000000000001,446,2011-12-10 18:30:00,4,0.7016819508548306,Champions
12815,30,7,174.57999999999998,24.939999999999998,69,2011-12-10 18:30:00,5,0.9093011126732999,Loyal Customers (less frequent)
12816,142,7,360.88,51.55428571428571,278,2011-12-10 18:30:00,3,0.49714589898306794,At Risk - High Value
12817,201,5,211.16,42.232,329,2011-12-10 18:30:00,3,0.47613567366275883,At Risk - High Value
12818,49,16,1025.07,64.066875,694,2011-12-10 18:30:00,0,0.5225613915335464,Loyal Customers
12819,11,13,1410.32,108.48615384615384,371,2011-12-10 18:30:00,4,0.8769787300464075,Champions
12820,58,4,170.15,42.5375,163,2011-12-10 18:30:00,3,0.5774186169455487,At Risk - High Value
12821,31,5,377.13,75.426,111,2011-12-10 18:30:00,5,0.9483535824598746,Loyal Customers (less frequent)
12822,226,10,166.8,16.68,364,2011-12-10 18:30:00,3,0.9491299875481295,At Risk - High Value
12823,91,6,98.93,16.488333333333333,179,2011-12-10 18:30:00,3,0.3891325598233564,At Risk - High Value
12824,341,2,54.9,27.45,351,2011-12-10 18:30:00,1,0.447001025590973,Hibernating / Lost
12825,63,7,223.86,31.98,194,2011-12-10 18:30:00,3,0.5324622341690938,At Risk - High Value
12826,16,4,81.8,20.45,80,2011-12-10 18:30:00,5,0.9044226091278565,Loyal Customers (less frequent)
12827,14,5,354.49,70.898,142,2011-12-10 18:30:00,5,0.4333313330455021,Loyal Customers (less frequent)
12828,258,8,135.24,16.905,384,2011-12-10 18:30:00,3,0.8400866616598532,At Risk - High Value
12829,71,6,281.23,46.87166666666667,138,2011-12-10 18:30:00,3,0.4012681391749434,At Risk - High Value
12830,12,34,9070.97,266.7932352941176,650,2011-12-10 18:30:00,4,0.7570155527321959,Champions
12831,173,3,120.38999999999999,40.129999999999995,210,2011-12-10 18:30:00,3,0.7576267271121249,At Risk - High Value
12832,37,5,142.04,28.407999999999998,149,2011-12-10 18:30:00,3,0.8320826277903438,At Risk - High Value
12833,17,6,189.70999999999998,31.61833333333333,153,2011-12-10 18:30:00,5,0.49537303197754823,Loyal Customers (less frequent)
12834,38,3,31.14,10.38,72,2011-12-10 18:30:00,2,0.9303249784640023,New / Promising
12835,125,4,116.93,29.2325,236,2011-12-10 18:30:00,3,0.4206323325742802,At Risk - High Value
12837,303,3,28.32,9.44,314,2011-12-10 18:30:00,1,0.3929037245046508,Hibernating / Lost
12838,465,3,11.31,3.77,505,2011-12-10 18:30:00,1,0.7670419676360389,Hibernating / Lost
12839,4,3,167.37,55.79,74,2011-12-10 18:30:00,5,1.018402936256096,Loyal Customers (less frequent)
12840,222,3,14.02,4.673333333333333,289,2011-12-10 18:30:00,1,0.4751522646376885,Hibernating / Lost
12841,249,3,46.769999999999996,15.589999999999998,289,2011-12-10 18:30:00,1,0.4206519272845574,Hibernating / Lost
12842,130,3,45.31,15.103333333333333,149,2011-12-10 18:30:00,1,0.6001596517719782,Hibernating / Lost
12843,335,3,82.33,27.44333333333333,408,2011-12-10 18:30:00,1,0.6880674058982861,Hibernating / Lost
12844,82,8,597.1,74.6375,221,2011-12-10 18:30:00,3,0.7799039275393798,At Risk - High Value
12845,96,6,238.76999999999998,39.794999999999995,248,2011-12-10 18:30:00,3,0.20192552463778357,At Risk - High Value
12846,139,4,30.17,7.5425,221,2011-12-10 18:30:00,1,0.7506653726172291,Hibernating / Lost
12847,13,1,9.6,9.6,13,2011-12-10 18:30:00,2,0.4439771581774381,New / Promising
12848,11,1,30.85,30.85,11,2011-12-10 18:30:00,2,0.6599127955555197,New / Promising
12849,124,5,211.88,42.376,235,2011-12-10 18:30:00,3,0.13034853157760504,At Risk - High Value
12850,180,6,204.3,34.050000000000004,332,2011-12-10 18:30:00,3,0.4112190279339025,At Risk - High Value
12851,435,2,83.89999999999999,41.949999999999996,446,2011-12-10 18:30:00,1,0.727312224480647,Hibernating / Lost
12852,114,3,64.25,21.416666666666668,203,2011-12-10 18:30:00,1,0.7545740716952672,Hibernating / Lost
12853,21,2,4.8100000000000005,2.4050000000000002,58,2011-12-10 18:30:00,2,0.48348661439844987,New / Promising
12854,251,6,85.27,14.211666666666666,339,2011-12-10 18:30:00,3,0.7724700399913283,At Risk - High Value
12855,27,10,796.12,79.612,315,2011-12-10 18:30:00,0,0.2745320113725888,Loyal Customers
12856,7,11,923.5600000000001,83.96000000000001,319,2011-12-10 18:30:00,5,0.9265241471488191,Loyal Customers (less frequent)
12857,13,2,24.78,12.39,32,2011-12-10 18:30:00,2,0.4295103135968944,New / Promising
12858,15,23,5959.22,259.0965217391304,631,2011-12-10 18:30:00,4,0.4194353833708556,Champions
12859,83,4,338.16,84.54,185,2011-12-10 18:30:00,3,0.4732561678296109,At Risk - High Value
12860,51,5,363.73,72.74600000000001,95,2011-12-10 18:30:00,3,0.6601099117663368,At Risk - High Value
12861,27,7,843.1999999999999,120.45714285714284,207,2011-12-10 18:30:00,0,0.6157034435902938,Loyal Customers
12862,78,9,463.47,51.49666666666667,252,2011-12-10 18:30:00,0,0.7647587532716509,Loyal Customers
12863,216,4,22.91,5.7275,244,2011-12-10 18:30:00,1,0.650974920306089,Hibernating / Lost
12864,20,25,9361.37,374.45480000000003,594,2011-12-10 18:30:00,4,0.7271088813329976,Champions
12865,40,1,1.02,1.02,40,2011-12-10 18:30:00,2,1.201120831001555,New / Promising
12866,34,3,16.21,5.403333333333333,63,2011-12-10 18:30:00,2,0.7729536085927817,New / Promising
12867,69,8,343.26,42.9075,290,2011-12-10 18:30:00,3,0.6644504972939173,At Risk - High Value
12868,12,16,1970.83,123.176875,597,2011-12-10 18:30:00,4,0.5986548307066993,Champions
12869,225,6,135.97,22.661666666666665,389,2011-12-10 18:30:00,3,0.5997497451577887,At Risk - High Value
12870,2,11,2053.83,186.7118181818182,298,2011-12-10 18:30:00,4,1.2966512190709025,Champions
12871,89,3,111.85,37.28333333333333,143,2011-12-10 18:30:00,3,0.7003752521537501,At Risk - High Value
12872,30,2,8.18,4.09,74,2011-12-10 18:30:00,2,0.4839473187627055,New / Promising
12873,28,1,14.93,14.93,28,2011-12-10 18:30:00,2,0.5210840061836844,New / Promising
12874,254,3,10.950000000000001,3.6500000000000004,328,2011-12-10 18:30:00,1,0.5665539614073285,Hibernating / Lost
12875,7,8,478.64,59.83,133,2011-12-10 18:30:00,5,0.4302799825192473,Loyal Customers (less frequent)
12876,15,3,31.67,10.556666666666667,70,2011-12-10 18:30:00,2,0.7394942046640316,New / Promising
12877,370,1,5.529999999999999,5.529999999999999,370,2011-12-10 18:30:00,1,1.0416390988790343,Hibernating / Lost
12878,37,4,338.70000000000005,84.67500000000001,151,2011-12-10 18:30:00,3,0.9198202171929324,At Risk - High Value
