area,location,rooms,bathrooms,garage,age,quality,renovated,price
1481.0,Suburb,4,1.2,1.0,42.0,5,1,314200
1026.0,Rural,4,1.6,,8.0,6,0,243100
805.0,Downtown,3,1.0,1.0,30.0,6,1,277500
690.0,Downtown,3,1.0,3.0,10.0,6,1,291200
937.0,Suburb,2,1.3,3.0,20.0,6,1,290000
1157.0,Suburb,5,2.1,1.0,10.0,8,0,340500
1219.0,Rural,3,1.3,1.0,10.0,7,1,256200
2490.0,Suburb,6,3.0,1.0,37.0,7,0,455400
1908.0,Downtown,6,2.0,2.0,35.0,8,0,479900
984.0,Waterfront,2,1.1,2.0,28.0,4,1,585800
1497.0,Downtown,5,1.1,2.0,19.0,6,1,397600
1176.0,Suburb,4,1.3,3.0,9.0,6,1,351600
1223.0,Waterfront,4,1.4,3.0,21.0,7,0,562300
1421.0,Rural,4,2.2,3.0,35.0,4,1,243100
1633.0,Downtown,5,1.2,1.0,35.0,6,0,366600
1202.0,Downtown,4,1.2,3.0,68.0,7,1,368800
1883.0,Suburb,7,2.5,3.0,62.0,7,0,416000
929.0,Suburb,3,1.0,3.0,29.0,7,0,267500
,Rural,4,1.4,2.0,20.0,7,1,277800
3076.0,Suburb,8,3.1,1.0,16.0,7,1,606900
1439.0,Downtown,4,1.3,1.0,8.0,7,0,439200
2119.0,Suburb,6,1.7,,11.0,6,0,431500
1379.0,Suburb,3,1.3,2.0,35.0,6,0,280900
1613.0,Rural,5,1.4,3.0,44.0,7,0,272000
1315.0,Suburb,3,1.5,3.0,24.0,6,0,343400
1268.0,Downtown,5,1.1,2.0,114.0,7,1,349100
1044.0,Suburb,3,,2.0,12.0,7,0,307600
1537.0,Suburb,5,1.5,2.0,7.0,7,0,372700
1020.0,Rural,2,1.1,1.0,113.0,8,1,208100
1657.0,Rural,6,1.7,3.0,9.0,10,0,351200
1896.0,Waterfront,6,1.7,2.0,23.0,7,0,753700
1506.0,Suburb,4,1.7,,17.0,6,0,356400
1222.0,Rural,4,1.7,2.0,37.0,7,0,261200
1549.0,Downtown,4,1.8,,,7,0,422900
1213.0,Suburb,3,1.1,2.0,44.0,7,1,323500
1807.0,Suburb,5,2.0,1.0,50.0,8,0,359300
745.0,Rural,3,1.0,3.0,8.0,3,1,166800
1203.0,Rural,4,1.3,2.0,15.0,8,1,260600
708.0,Suburb,3,1.0,2.0,47.0,8,1,251600
830.0,Rural,2,1.0,2.0,57.0,7,1,193400
2072.0,Rural,7,2.0,2.0,32.0,7,1,359700
1784.0,Waterfront,5,1.8,3.0,39.0,6,1,813100
1064.0,Suburb,3,1.5,1.0,71.0,6,0,235800
828.0,Waterfront,3,1.3,3.0,22.0,7,0,568900
519.0,Rural,2,1.0,2.0,32.0,6,1,156700
1126.0,Suburb,3,1.1,2.0,62.0,7,1,303000
2906.0,Suburb,9,3.1,2.0,64.0,8,1,565100
1539.0,Rural,5,2.0,1.0,27.0,7,1,284200
1120.0,Rural,3,1.3,1.0,16.0,7,1,276700
1554.0,Suburb,5,1.8,3.0,27.0,5,1,350000
813.0,Waterfront,2,1.1,4.0,29.0,7,1,604600
1218.0,Downtown,4,1.1,1.0,15.0,9,0,427100
1383.0,Suburb,4,2.0,1.0,17.0,6,0,316500
1303.0,Suburb,3,1.4,3.0,,8,0,324800
1725.0,Suburb,5,1.6,2.0,40.0,5,0,308600
1496.0,Suburb,5,1.6,3.0,23.0,6,0,375900
1659.0,Suburb,5,2.3,,12.0,5,0,359800
1075.0,Suburb,3,1.0,2.0,17.0,8,1,335700
1785.0,Downtown,5,2.3,2.0,7.0,9,0,516300
2256.0,Downtown,7,2.3,0.0,33.0,7,1,542000
982.0,Rural,1,1.0,1.0,16.0,7,0,231200
1008.0,Suburb,4,1.4,3.0,35.0,8,1,316400
2054.0,Downtown,5,2.0,3.0,46.0,7,0,472400
1260.0,Downtown,3,1.7,3.0,35.0,6,0,362100
2099.0,Downtown,6,2.5,2.0,21.0,8,1,509500
1163.0,Downtown,5,1.0,0.0,15.0,5,0,338400
2134.0,Waterfront,8,2.3,1.0,11.0,7,0,851500
1397.0,Suburb,5,1.4,3.0,60.0,9,1,340600
1455.0,Suburb,5,1.7,3.0,34.0,5,1,312900
2210.0,Suburb,6,3.1,3.0,22.0,8,0,461100
,Downtown,4,1.2,2.0,42.0,7,1,299100
991.0,Rural,3,1.3,1.0,54.0,6,0,188300
1160.0,Waterfront,3,1.3,2.0,17.0,6,0,630200
1548.0,Downtown,5,1.7,2.0,34.0,9,0,386600
812.0,Downtown,2,1.0,3.0,34.0,7,0,311400
1643.0,Suburb,6,1.5,2.0,69.0,7,0,345500
1127.0,Downtown,2,1.4,2.0,22.0,8,1,352400
1934.0,Downtown,6,2.0,2.0,14.0,6,0,472700
623.0,Suburb,1,1.0,2.0,36.0,4,1,224500
1041.0,Suburb,3,1.5,3.0,45.0,8,0,282900
781.0,Downtown,3,,1.0,32.0,6,0,287100
1028.0,Rural,2,1.1,1.0,72.0,7,0,192800
1450.0,Downtown,5,2.1,3.0,22.0,5,0,385500
1265.0,Suburb,4,1.0,1.0,32.0,7,0,334500
1235.0,Rural,3,1.8,3.0,8.0,4,1,255500
1273.0,Suburb,4,1.1,0.0,13.0,6,1,320800
1430.0,Suburb,4,1.7,2.0,17.0,5,0,381600
970.0,Suburb,2,1.0,3.0,25.0,5,0,287300
1679.0,Suburb,5,1.5,2.0,10.0,6,0,357000
1656.0,Rural,5,,1.0,42.0,3,0,247800
1515.0,Suburb,4,2.3,2.0,16.0,5,1,406400
1601.0,Suburb,6,1.7,2.0,102.0,7,0,298700
1473.0,Rural,5,1.8,2.0,16.0,7,1,296200
2569.0,Downtown,8,2.9,2.0,30.0,5,1,586900
1303.0,Rural,4,2.1,2.0,27.0,7,0,273600
1214.0,Downtown,3,1.0,2.0,13.0,5,1,377500
1052.0,Suburb,3,1.3,4.0,25.0,7,1,332300
963.0,Rural,3,1.0,2.0,25.0,6,0,213200
899.0,Suburb,2,1.0,2.0,50.0,5,1,226700
1008.0,Downtown,3,1.0,2.0,37.0,6,0,325000
1309.0,Suburb,4,2.1,3.0,41.0,10,1,365500
1491.0,Rural,4,1.4,1.0,50.0,5,1,238200
1362.0,Waterfront,4,1.8,2.0,42.0,6,1,689400
1048.0,Suburb,5,1.6,2.0,33.0,7,1,304900
1787.0,Downtown,5,2.0,1.0,17.0,5,1,478600
1697.0,Suburb,4,,1.0,32.0,4,0,348100
1273.0,Suburb,3,1.0,,14.0,5,1,317000
1087.0,Downtown,4,,1.0,26.0,7,1,318700
1596.0,Rural,6,2.1,2.0,24.0,6,1,329800
1422.0,Suburb,4,1.6,3.0,25.0,6,1,353300
843.0,Suburb,4,1.1,2.0,10.0,7,0,250700
1311.0,Suburb,5,1.5,1.0,1.0,5,0,353400
1457.0,Downtown,4,2.4,1.0,21.0,6,1,408000
1004.0,Suburb,3,1.0,2.0,57.0,4,1,224400
1423.0,Suburb,5,2.1,2.0,30.0,7,1,379500
841.0,Suburb,3,1.0,2.0,55.0,6,0,191700
2054.0,Suburb,7,2.9,2.0,14.0,8,0,456700
1997.0,Suburb,6,1.8,3.0,20.0,5,0,412800
1235.0,Suburb,4,1.4,2.0,105.0,6,0,264500
1505.0,Rural,6,1.5,1.0,15.0,4,1,303100
619.0,Suburb,2,1.0,,41.0,5,0,209700
925.0,Suburb,3,1.5,3.0,41.0,8,0,298400
1219.0,Rural,4,1.5,2.0,38.0,6,0,276000
950.0,Suburb,3,1.5,2.0,41.0,4,1,252700
1683.0,Suburb,5,1.6,2.0,15.0,5,0,382400
2538.0,Rural,9,2.5,2.0,21.0,5,0,372200
919.0,Suburb,3,1.0,0.0,2.0,4,0,295100
1025.0,Waterfront,3,1.1,2.0,70.0,7,0,519400
1444.0,Suburb,4,1.5,3.0,41.0,4,0,318400
2243.0,Suburb,7,2.2,3.0,,7,1,489600
906.0,Downtown,3,1.4,1.0,14.0,6,0,324000
1451.0,Downtown,4,1.5,2.0,58.0,5,0,343400
2399.0,Suburb,9,,2.0,16.0,7,0,513300
790.0,Downtown,1,1.0,2.0,17.0,4,0,309200
889.0,Suburb,3,1.2,2.0,12.0,7,0,333100
1170.0,Suburb,3,1.5,2.0,46.0,5,1,281700
1134.0,Downtown,4,1.0,2.0,54.0,5,0,301000
1737.0,Suburb,7,2.1,3.0,24.0,6,0,386800
1447.0,Suburb,4,2.3,3.0,54.0,7,1,396500
759.0,Suburb,2,1.0,1.0,36.0,6,1,243700
1580.0,Rural,5,2.1,2.0,11.0,3,0,287400
1113.0,Downtown,3,,2.0,67.0,6,0,320400
2014.0,Downtown,7,2.3,2.0,12.0,4,1,529300
1096.0,Waterfront,3,1.3,1.0,25.0,5,0,566200
1093.0,Waterfront,4,1.4,2.0,24.0,6,1,586400
1593.0,Suburb,4,2.0,2.0,,6,1,408400
1710.0,Suburb,4,1.4,2.0,5.0,7,0,417000
1546.0,Rural,5,1.8,2.0,92.0,7,0,250300
781.0,Suburb,1,1.0,2.0,5.0,5,1,288700
1591.0,Downtown,6,1.6,3.0,70.0,5,0,385300
962.0,Downtown,2,1.5,2.0,14.0,6,0,363000
1444.0,Downtown,4,1.3,1.0,18.0,4,0,373900
849.0,Rural,3,1.0,2.0,65.0,5,0,178600
1545.0,Suburb,4,2.0,4.0,38.0,8,1,396300
1035.0,Suburb,2,1.0,1.0,9.0,4,1,270000
889.0,Downtown,4,1.0,3.0,8.0,5,0,323100
1683.0,Downtown,5,2.2,3.0,35.0,5,0,413000
1447.0,Rural,4,1.7,0.0,12.0,9,1,303500
1101.0,Rural,3,,2.0,40.0,5,0,203100
2131.0,Suburb,7,2.2,2.0,42.0,6,1,442700
1163.0,Rural,4,1.0,2.0,15.0,5,1,245600
1353.0,Suburb,4,1.1,1.0,19.0,6,0,331800
1460.0,Suburb,4,1.5,2.0,35.0,7,1,357600
1099.0,Suburb,3,1.0,2.0,15.0,5,0,281300
1557.0,Downtown,5,1.8,2.0,30.0,8,0,428400
1129.0,Suburb,3,1.1,2.0,109.0,6,0,196500
1174.0,Rural,5,1.4,2.0,37.0,7,0,241300
2072.0,Downtown,6,2.4,3.0,,6,0,482900
960.0,Suburb,3,1.2,1.0,98.0,6,0,213100
619.0,Rural,1,1.0,1.0,48.0,5,1,138600
2243.0,Rural,6,2.4,3.0,12.0,9,1,371600
3028.0,Suburb,9,3.4,2.0,14.0,7,0,627100
1177.0,Downtown,3,1.4,2.0,6.0,6,1,374100
721.0,Rural,2,1.0,2.0,35.0,5,1,197400
1213.0,Downtown,3,1.6,2.0,4.0,5,0,357400
1222.0,Downtown,4,1.4,2.0,98.0,6,1,336800
1260.0,Downtown,3,1.6,2.0,23.0,7,0,356500
938.0,Suburb,2,1.0,1.0,50.0,5,0,236300
,Suburb,5,1.7,2.0,22.0,6,0,351300
1584.0,Rural,6,1.4,,35.0,7,0,317000
830.0,Suburb,3,1.2,3.0,25.0,6,0,264500
1675.0,Waterfront,5,1.4,2.0,29.0,4,0,703400
2583.0,Suburb,7,2.5,3.0,61.0,6,0,481200
1415.0,Suburb,4,1.8,2.0,80.0,4,1,280600
1202.0,Downtown,3,1.1,2.0,76.0,6,1,324000
1280.0,Downtown,5,,2.0,130.0,5,1,297900
1631.0,Suburb,5,2.1,2.0,16.0,6,1,400700
770.0,Rural,2,1.2,1.0,37.0,4,1,170100
1412.0,Downtown,4,1.8,1.0,16.0,6,0,404800
1182.0,Suburb,3,1.6,2.0,59.0,4,0,293000
2419.0,Suburb,7,2.6,1.0,13.0,8,0,497900
1267.0,Suburb,4,1.3,3.0,62.0,7,0,271300
,Downtown,7,2.3,2.0,32.0,7,0,507100
941.0,Downtown,4,1.1,1.0,26.0,5,0,285700
1616.0,Suburb,6,1.6,2.0,29.0,3,0,321500
1484.0,Rural,6,1.5,2.0,11.0,6,0,274300
1014.0,Rural,4,1.3,2.0,12.0,5,1,229100
1418.0,Downtown,4,2.0,2.0,33.0,6,0,392200
1974.0,Downtown,7,2.3,2.0,33.0,7,0,492400
1208.0,Suburb,4,2.0,1.0,17.0,6,0,307200
779.0,Downtown,4,,0.0,23.0,7,0,323500
1332.0,Rural,4,1.0,2.0,39.0,5,1,247200
1003.0,Suburb,3,1.4,2.0,15.0,5,0,312100
1200.0,Rural,4,1.1,2.0,5.0,7,0,274900
1305.0,Downtown,5,1.4,3.0,72.0,6,1,342000
776.0,Waterfront,1,1.0,2.0,34.0,5,0,530700
799.0,Rural,4,1.0,3.0,19.0,8,0,230300
1563.0,Rural,5,1.2,3.0,16.0,7,1,316000
1133.0,Waterfront,3,1.1,3.0,15.0,6,0,643800
590.0,Suburb,1,1.0,1.0,59.0,5,0,177900
1722.0,Downtown,4,1.9,2.0,9.0,8,0,473400
1461.0,Suburb,5,2.1,3.0,37.0,6,0,346900
1066.0,Rural,3,1.4,2.0,37.0,6,0,204600
879.0,Rural,3,,2.0,47.0,7,0,166300
1750.0,Suburb,6,2.2,1.0,21.0,8,0,399600
1498.0,Rural,4,1.7,4.0,68.0,7,0,263500
2871.0,Downtown,9,3.2,1.0,48.0,8,0,634700
1532.0,Downtown,4,1.7,0.0,20.0,7,0,426600
1516.0,Suburb,4,1.8,2.0,16.0,7,0,366900
1270.0,Suburb,6,1.2,0.0,25.0,5,0,294300
1740.0,Downtown,6,1.9,1.0,20.0,9,1,482300
,Rural,5,2.2,4.0,14.0,5,1,292600
1999.0,Suburb,6,2.0,2.0,30.0,7,0,389000
1134.0,Suburb,4,1.0,1.0,23.0,4,1,256200
1165.0,Downtown,4,1.3,2.0,78.0,6,0,333000
1149.0,Downtown,3,,1.0,20.0,5,0,369700
1725.0,Suburb,6,1.3,3.0,16.0,7,0,419800
2163.0,Rural,6,2.3,1.0,28.0,7,0,349400
1157.0,Downtown,3,1.8,2.0,34.0,5,1,314500
1169.0,Rural,4,1.3,1.0,35.0,6,0,224400
1481.0,Rural,4,1.7,4.0,35.0,8,0,299500
1238.0,Rural,4,1.0,2.0,29.0,4,1,240800
1816.0,Suburb,6,2.2,2.0,27.0,5,0,401100
652.0,Suburb,1,1.0,2.0,43.0,7,1,256400
1028.0,Rural,3,1.0,2.0,13.0,6,0,256100
1043.0,Suburb,2,1.2,1.0,16.0,6,1,286300
637.0,Downtown,2,1.0,1.0,7.0,7,0,352700
984.0,Suburb,3,1.0,3.0,13.0,5,1,255800
999.0,Suburb,4,1.2,2.0,55.0,5,0,237600
1256.0,Suburb,5,1.8,0.0,41.0,5,1,302800
1912.0,Rural,5,2.0,1.0,85.0,6,1,286000
1238.0,Suburb,2,1.1,3.0,72.0,8,1,296900
963.0,Suburb,2,1.0,2.0,42.0,3,0,218400
1315.0,Waterfront,3,1.8,2.0,31.0,4,0,665500
1874.0,Downtown,7,1.7,3.0,29.0,5,1,452700
980.0,Downtown,3,1.3,1.0,4.0,8,1,350900
1001.0,Rural,4,1.0,3.0,26.0,5,1,245800
1602.0,Waterfront,5,,1.0,18.0,6,1,746600
1248.0,Suburb,4,,2.0,13.0,4,0,325900
1648.0,Suburb,5,1.6,2.0,37.0,6,0,365100
1334.0,Suburb,5,2.0,2.0,24.0,7,0,324700
1677.0,Rural,5,1.4,3.0,30.0,7,1,308200
962.0,Rural,2,1.2,3.0,12.0,6,0,201900
1334.0,Downtown,5,2.1,2.0,49.0,4,0,348700
1252.0,Rural,4,1.6,2.0,20.0,6,1,267200
908.0,Suburb,3,1.0,3.0,36.0,6,0,286500
812.0,Downtown,1,1.0,2.0,21.0,4,0,271700
1668.0,Downtown,6,1.6,2.0,3.0,7,0,479600
1197.0,Downtown,4,1.4,1.0,38.0,7,0,335900
966.0,Waterfront,3,1.2,3.0,25.0,5,0,592000
1299.0,Suburb,4,1.0,2.0,7.0,7,1,366300
,Rural,6,1.8,2.0,11.0,6,1,325200
646.0,Downtown,2,1.0,2.0,50.0,7,1,282300
830.0,Rural,3,1.0,2.0,7.0,9,1,260100
997.0,Suburb,4,1.8,2.0,19.0,4,0,278000
2138.0,Waterfront,7,2.0,3.0,90.0,8,0,756200
1466.0,Suburb,5,,3.0,39.0,8,0,365600
1712.0,Rural,5,,2.0,46.0,5,1,286300
930.0,Suburb,3,1.3,3.0,23.0,5,0,257900
936.0,Suburb,3,1.0,2.0,6.0,5,1,268800
1546.0,Waterfront,4,1.4,3.0,32.0,6,0,701900
1365.0,Suburb,4,1.4,3.0,11.0,6,1,371700
1597.0,Rural,4,1.5,3.0,10.0,6,0,327700
1261.0,Downtown,3,1.5,3.0,29.0,7,1,399800
1464.0,Suburb,3,2.6,3.0,12.0,4,0,324000
1409.0,Rural,4,1.8,4.0,27.0,5,0,294100
1718.0,Rural,6,1.9,2.0,16.0,7,1,338600
1734.0,Suburb,5,,2.0,26.0,7,0,356400
798.0,Suburb,3,1.0,2.0,18.0,4,1,231400
653.0,Rural,4,1.0,2.0,27.0,6,1,183300
1846.0,Suburb,6,2.3,0.0,69.0,8,1,400000
1959.0,Waterfront,6,2.0,3.0,46.0,6,0,698900
966.0,Downtown,3,1.5,1.0,25.0,4,0,295300
739.0,Downtown,2,1.0,2.0,62.0,7,0,280500
1383.0,Rural,4,1.8,1.0,36.0,9,1,240000
1804.0,Suburb,5,2.1,,59.0,5,0,368500
2381.0,Suburb,8,2.6,1.0,8.0,7,1,521500
1580.0,Suburb,6,1.4,1.0,12.0,8,1,384600
1189.0,Waterfront,3,1.3,2.0,32.0,6,0,573500
1006.0,Suburb,3,1.4,1.0,24.0,3,1,241300
1344.0,Waterfront,4,1.3,2.0,27.0,7,0,588800
1217.0,Suburb,4,1.5,2.0,40.0,5,0,286800
968.0,Suburb,4,1.0,3.0,32.0,4,0,264800
2580.0,Downtown,10,3.1,1.0,49.0,5,1,527100
2371.0,Suburb,7,2.7,1.0,48.0,8,1,495300
1927.0,Downtown,6,1.7,2.0,13.0,5,0,469000
998.0,Downtown,4,1.0,2.0,3.0,6,0,356600
1761.0,Suburb,5,2.3,3.0,12.0,7,0,410900
1644.0,Rural,5,1.4,1.0,11.0,7,0,313200
1543.0,Suburb,5,1.3,2.0,28.0,7,0,388100
1998.0,Suburb,4,2.2,3.0,28.0,7,1,427100
1641.0,Suburb,5,2.6,4.0,23.0,6,1,412900
1697.0,Suburb,5,1.7,1.0,37.0,5,0,366100
1642.0,Rural,6,2.0,1.0,115.0,5,1,231800
1494.0,Rural,5,1.8,2.0,23.0,6,1,308500
757.0,Rural,1,1.0,2.0,33.0,6,0,169700
1376.0,Downtown,4,1.6,1.0,27.0,7,1,388600
1121.0,Suburb,2,1.1,2.0,17.0,7,0,296100
889.0,Rural,2,1.0,3.0,41.0,6,0,206200
2294.0,Waterfront,8,2.0,1.0,22.0,6,0,846600
2329.0,Suburb,7,2.6,3.0,14.0,4,1,457400
2069.0,Suburb,7,2.6,2.0,15.0,6,0,476800
1453.0,Rural,3,1.6,2.0,50.0,4,0,256400
2064.0,Waterfront,6,2.7,3.0,40.0,6,0,792500
1345.0,Suburb,4,1.7,2.0,19.0,6,0,313200
1429.0,Downtown,5,1.6,2.0,37.0,6,0,422700
944.0,Rural,3,1.0,3.0,27.0,8,0,238200
1521.0,Rural,5,1.5,2.0,33.0,7,1,292100
1366.0,Downtown,5,1.0,2.0,17.0,9,0,427500
883.0,Suburb,3,1.0,2.0,12.0,7,0,275200
1318.0,Suburb,5,1.5,3.0,22.0,8,1,360600
1306.0,Rural,3,2.1,1.0,13.0,6,1,273200
2381.0,Rural,7,2.8,1.0,12.0,5,0,365600
1783.0,Downtown,6,1.7,1.0,8.0,6,0,467000
1344.0,Downtown,3,1.0,2.0,3.0,6,0,392000
1450.0,Rural,5,1.5,1.0,19.0,5,0,245700
1359.0,Downtown,4,1.8,1.0,57.0,5,1,377500
1255.0,Suburb,5,1.3,1.0,48.0,7,0,319000
947.0,Suburb,3,1.2,3.0,75.0,4,0,225200
1276.0,Suburb,4,1.4,1.0,12.0,4,0,316600
1055.0,Rural,4,1.4,1.0,42.0,4,0,167900
898.0,Downtown,2,1.0,2.0,25.0,5,0,287400
1577.0,Rural,4,2.3,3.0,15.0,5,1,270800
1518.0,Suburb,5,1.3,2.0,52.0,6,0,333200
756.0,Suburb,2,1.1,2.0,25.0,7,0,266100
1288.0,Rural,4,1.3,3.0,5.0,7,1,284600
1842.0,Downtown,6,2.0,3.0,47.0,6,0,467900
1880.0,Rural,7,2.0,2.0,35.0,5,0,284600
1860.0,Downtown,6,2.2,2.0,30.0,6,0,442700
1356.0,Waterfront,4,1.7,2.0,10.0,7,0,704800
1022.0,Downtown,2,1.5,1.0,32.0,7,0,333600
947.0,Suburb,3,1.5,2.0,69.0,6,0,218800
1496.0,Downtown,5,1.8,3.0,34.0,8,1,459800
1512.0,Suburb,5,2.3,3.0,7.0,9,1,448800
2022.0,Downtown,6,2.3,2.0,36.0,6,0,483300
1905.0,Downtown,7,2.5,0.0,35.0,9,0,459800
1284.0,Downtown,5,1.6,1.0,45.0,6,1,364400
900.0,Downtown,4,1.0,1.0,34.0,7,0,322000
1209.0,Rural,4,,2.0,12.0,7,0,256500
1436.0,Suburb,6,1.8,1.0,28.0,3,1,344400
1256.0,Downtown,4,1.4,,22.0,5,0,357100
1113.0,Waterfront,3,1.4,3.0,31.0,4,1,639900
1452.0,Suburb,5,1.9,2.0,54.0,4,0,319700
1140.0,Downtown,4,1.3,2.0,16.0,7,1,385300
1096.0,Suburb,5,1.0,1.0,83.0,9,0,294800
1480.0,Suburb,6,2.2,1.0,36.0,6,0,374000
1178.0,Suburb,5,1.2,1.0,48.0,7,0,314600
1448.0,Rural,5,1.3,1.0,43.0,8,1,273500
1462.0,Suburb,5,1.2,2.0,35.0,6,0,326100
930.0,Waterfront,2,1.0,2.0,40.0,6,0,506000
1148.0,Rural,4,1.1,,0.0,6,1,217400
2122.0,Waterfront,6,2.1,2.0,43.0,7,0,813000
923.0,Suburb,3,1.0,3.0,13.0,7,0,292000
680.0,Suburb,2,1.0,4.0,,6,0,244000
738.0,Rural,3,1.5,3.0,35.0,6,1,213000
1352.0,Rural,4,1.8,2.0,55.0,6,0,236900
1353.0,Downtown,5,1.9,3.0,13.0,4,0,421700
1290.0,Downtown,2,1.3,3.0,19.0,7,1,381900
1975.0,Downtown,6,2.2,0.0,21.0,5,0,439000
569.0,Downtown,3,1.0,3.0,31.0,6,0,246100
1520.0,Rural,6,1.5,2.0,22.0,7,0,301900
2208.0,Rural,7,2.3,2.0,40.0,5,0,354000
934.0,Downtown,4,1.3,2.0,6.0,5,0,319800
1186.0,Suburb,4,1.7,2.0,24.0,9,0,327100
1053.0,Downtown,3,1.2,1.0,73.0,6,1,322400
1006.0,Rural,4,1.0,2.0,22.0,4,1,189600
1207.0,Rural,4,1.2,2.0,36.0,7,0,257100
2115.0,Downtown,6,1.8,2.0,50.0,6,0,457900
2411.0,Suburb,7,2.7,2.0,35.0,4,0,457200
1203.0,Waterfront,3,1.4,2.0,87.0,7,1,594300
2464.0,Suburb,8,2.6,3.0,29.0,6,1,506900
1355.0,Rural,4,1.6,3.0,41.0,7,1,261700
2348.0,Suburb,7,2.8,3.0,32.0,6,1,504700
1300.0,Downtown,4,1.5,2.0,64.0,7,1,363300
1397.0,Suburb,5,1.1,,20.0,6,1,421000
1506.0,Downtown,5,1.6,3.0,92.0,3,1,289800
3704.0,Rural,11,4.3,4.0,16.0,8,0,535700
1759.0,Rural,5,2.5,3.0,78.0,6,0,289400
1068.0,Suburb,4,1.1,2.0,12.0,8,0,326400
1826.0,Suburb,5,2.2,1.0,42.0,7,0,402700
1193.0,Rural,4,1.6,2.0,27.0,7,0,233700
1145.0,Waterfront,5,1.2,2.0,49.0,5,0,572200
1791.0,Suburb,7,2.4,2.0,37.0,5,1,398400
1353.0,Rural,5,1.9,1.0,47.0,6,0,235800
1464.0,Downtown,5,2.1,3.0,12.0,6,0,429100
1345.0,Rural,6,1.7,1.0,7.0,8,1,275900
1492.0,Suburb,3,2.5,1.0,10.0,6,0,367000
1535.0,Downtown,4,,2.0,10.0,5,0,436400
721.0,Rural,3,1.5,1.0,12.0,5,0,170500
1658.0,Rural,5,2.1,1.0,17.0,8,0,293700
978.0,Rural,4,1.6,1.0,17.0,6,1,246200
844.0,Suburb,3,1.0,1.0,28.0,5,0,221200
1315.0,Rural,4,1.8,2.0,14.0,8,1,298900
1376.0,Rural,4,2.0,2.0,15.0,5,0,262300
1073.0,Suburb,3,1.0,2.0,23.0,3,1,260100
1747.0,Downtown,5,1.9,2.0,54.0,5,0,431500
872.0,Rural,3,1.0,3.0,20.0,6,0,225700
1176.0,Suburb,3,1.2,3.0,26.0,6,0,314000
1111.0,Suburb,4,1.0,2.0,29.0,4,0,236000
1320.0,Rural,5,1.4,2.0,13.0,8,1,298800
1464.0,Downtown,5,2.6,,21.0,6,1,401200
970.0,Rural,2,1.7,2.0,16.0,6,0,217900
1689.0,Suburb,4,1.4,2.0,50.0,7,1,367100
1367.0,Downtown,4,1.7,3.0,48.0,4,0,384300
731.0,Waterfront,4,1.1,0.0,15.0,6,1,534900
716.0,Rural,3,1.0,2.0,26.0,7,0,175800
1334.0,Downtown,4,1.5,2.0,41.0,8,0,416400
1248.0,Waterfront,4,1.5,2.0,34.0,7,0,659500
1296.0,Waterfront,5,1.0,1.0,37.0,7,0,656800
1327.0,Rural,3,1.1,,13.0,4,1,263000
1440.0,Downtown,5,1.7,3.0,76.0,6,0,391900
1814.0,Downtown,6,2.1,1.0,17.0,5,0,428600
,Rural,3,1.0,1.0,,8,1,213900
921.0,Rural,3,1.0,3.0,9.0,7,0,245400
944.0,Downtown,4,1.0,2.0,24.0,4,0,296500
1469.0,Suburb,4,1.9,2.0,57.0,6,1,325700
1995.0,Downtown,5,2.2,1.0,34.0,7,0,451000
1167.0,Suburb,4,1.9,2.0,26.0,7,1,340600
602.0,Suburb,1,1.0,3.0,45.0,3,0,190700
776.0,Downtown,2,1.0,,56.0,3,0,220100
1026.0,Suburb,4,,1.0,48.0,6,0,239100
1120.0,Suburb,4,1.5,1.0,5.0,2,0,295700
1175.0,Suburb,4,1.0,2.0,46.0,6,0,293500
1356.0,Rural,5,2.2,2.0,38.0,7,0,282100
1212.0,Downtown,5,1.0,3.0,15.0,8,1,367900
1874.0,Downtown,5,,3.0,38.0,6,0,460100
1079.0,Suburb,4,1.2,2.0,57.0,6,1,264000
1016.0,Suburb,3,1.3,2.0,18.0,7,0,303400
1561.0,Downtown,6,2.2,2.0,50.0,5,1,415900
819.0,Waterfront,3,1.2,2.0,34.0,7,0,560600
1517.0,Downtown,6,1.4,1.0,1.0,7,1,447200
1384.0,Downtown,4,1.7,1.0,27.0,5,0,368300
1278.0,Rural,5,2.1,1.0,33.0,6,0,224700
2227.0,Waterfront,7,2.2,2.0,22.0,6,0,821300
1098.0,Suburb,3,2.0,2.0,35.0,7,1,331100
2590.0,Downtown,8,3.0,1.0,25.0,6,1,566400
1246.0,Suburb,4,,2.0,104.0,6,1,277200
890.0,Downtown,3,1.0,1.0,21.0,5,0,314800
1370.0,Suburb,4,1.4,1.0,15.0,5,0,341400
949.0,Suburb,2,1.0,1.0,48.0,6,0,252600
1053.0,Suburb,3,1.0,1.0,23.0,5,1,273000
1521.0,Suburb,4,1.6,2.0,26.0,7,0,359600
1600.0,Rural,6,1.4,2.0,24.0,7,1,312000
1098.0,Downtown,3,1.5,3.0,46.0,5,1,284400
1837.0,Downtown,6,2.0,2.0,12.0,7,0,506700
1940.0,Rural,7,1.9,2.0,50.0,5,1,299700
2121.0,Downtown,7,2.2,3.0,40.0,4,0,469000
1587.0,Downtown,4,1.9,1.0,83.0,5,0,342400
2072.0,Downtown,6,2.3,3.0,32.0,7,0,502000
734.0,Suburb,3,1.0,3.0,12.0,6,0,243400
1210.0,Suburb,4,1.4,3.0,32.0,6,0,316500
