name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Ford EcoSport 2017,2017,150000.0,26637,CNG,Dealer,Manual,First,13.94,1684,176.76,60Nm,5
Hyundai Venue 2019,2019,150000.0,76949,CNG,Individual,Manual,Fourth,21.6,2158,166.25,63Nm,4
Hyundai Creta 2023,2023,294352.0,76692,Petrol,Dealer,Manual,First,23.8,1498,73.26,74Nm,4
Maruti Dzire 2015,2015,300592.0,52179,Diesel,Dealer,Automatic,Third,17.53,1553,167.25,31Nm,4
Tata Nexon 2018,2018,150000.0,19034,LPG,Dealer,Automatic,Third,15.53,1668,87.91,70Nm,4
Ford Endeavour 2021,2021,150000.0,41795,LPG,Dealer,Automatic,Fourth,13.68,1398,50.83,46Nm,7
Maruti Baleno 2020,2020,425459.0,55406,Petrol,Dealer,Automatic,First,11.56,2344,118.88,35Nm,5
Renault Triber 2012,2012,150000.0,28661,CNG,Dealer,Manual,First,15.59,1472,176.69,25Nm,7
Skoda Rapid 2020,2020,150000.0,27499,LPG,Dealer,Manual,First,13.91,1888,90.95,71Nm,7
Renault Duster 2023,2023,150000.0,52762,CNG,Individual,Automatic,Third,21.55,1476,64.17,26Nm,4
Mahindra Bolero 2019,2019,150000.0,51160,LPG,Dealer,Manual,Third,22.79,1423,61.75,71Nm,5
Ford Endeavour 2023,2023,232646.0,89076,Petrol,Dealer,Manual,Third,15.34,1301,116.75,63Nm,4
Ford Freestyle 2014,2014,150000.0,14073,LPG,Dealer,Automatic,Second,12.1,1191,51.55,73Nm,5
Tata Safari 2015,2015,150000.0,117960,LPG,Dealer,Automatic,First,11.12,2190,179.63,32Nm,7
Kia Seltos 2013,2013,150000.0,118705,CNG,Dealer,Manual,First,16.5,1942,144.18,51Nm,4
Maruti Dzire 2022,2022,497338.0,65923,Diesel,Dealer,Automatic,Second,12.23,1381,129.83,59Nm,5
Tata Harrier 2019,2019,832905.0,64000,Electric,Individual,Automatic,First,12.99,1177,165.0,53Nm,5
Tata Nexon 2018,2018,150000.0,112487,CNG,Dealer,Automatic,Fourth,14.06,1702,53.39,58Nm,7
Tata Nexon 2016,2016,150000.0,17679,LPG,Dealer,Automatic,Second,14.0,1324,156.12,78Nm,4
Maruti Baleno 2021,2021,150000.0,114515,LPG,Dealer,Automatic,Second,21.07,1358,96.64,57Nm,4
Maruti Brezza 2021,2021,233953.0,83873,Diesel,Dealer,Manual,Fourth,11.35,2108,80.24,34Nm,5
Maruti Dzire 2012,2012,467183.5,53481,Electric,Dealer,Manual,Second,22.66,1695,92.07,21Nm,7
Mahindra XUV300 2013,2013,150000.0,78982,CNG,Dealer,Manual,Third,15.05,2440,91.94,30Nm,7
Renault Duster 2019,2019,150000.0,95089,CNG,Dealer,Manual,Third,15.68,1455,145.42,38Nm,7
Mahindra XUV300 2023,2023,1287503.0,10235,Electric,Dealer,Automatic,First,24.51,1370,78.72,56Nm,7
Hyundai Venue 2014,2014,150000.0,53406,Petrol,Dealer,Manual,Third,11.33,1652,142.17,60Nm,4
Honda Amaze 2012,2012,315688.0,44761,Diesel,Individual,Manual,First,10.02,1715,100.17,66Nm,5
Renault Kwid 2018,2018,150000.0,74629,LPG,Dealer,Automatic,Fourth,19.76,1205,139.33,30Nm,5
Kia Seltos 2012,2012,150000.0,48654,Petrol,Individual,Automatic,Third,15.63,1212,145.16,55Nm,4
Hyundai Verna 2021,2021,150000.0,90431,LPG,Dealer,Manual,Fourth,12.36,2336,63.16,33Nm,4
Tata Tiago 2023,2023,773858.5,82628,Electric,Individual,Automatic,Third,18.58,1607,159.18,29Nm,4
Maruti Brezza 2012,2012,150000.0,66047,Petrol,Dealer,Automatic,Fourth,19.57,1406,177.02,50Nm,4
Hyundai Verna 2018,2018,150000.0,71727,LPG,Individual,Automatic,First,23.28,2312,98.02,48Nm,7
Maruti Brezza 2019,2019,150000.0,70956,CNG,Dealer,Manual,Third,20.01,2153,61.14,42Nm,4
Volkswagen Polo 2021,2021,919811.0,39820,Electric,Dealer,Manual,Fourth,24.05,2068,124.45,35Nm,5
Kia Sonet 2013,2013,150000.0,61747,Petrol,Dealer,Manual,First,22.13,1917,66.4,47Nm,4
Hyundai Venue 2015,2015,150000.0,117815,Diesel,Dealer,Automatic,Third,15.96,2487,92.4,37Nm,4
Volkswagen Polo 2012,2012,309468.0,113094,Electric,Dealer,Automatic,First,18.74,1846,175.43,26Nm,4
Hyundai i20 2016,2016,150000.0,80206,CNG,Dealer,Automatic,Third,17.1,1782,72.39,45Nm,7
Mahindra Bolero 2012,2012,150000.0,61877,CNG,Individual,Manual,First,22.26,1971,89.4,37Nm,5
Kia Seltos 2015,2015,150000.0,27614,CNG,Dealer,Automatic,Third,11.34,1549,107.42,78Nm,7
Renault Duster 2019,2019,523731.5,109548,Electric,Dealer,Automatic,First,17.6,2053,67.63,74Nm,4
Volkswagen Taigun 2012,2012,231991.0,32772,Diesel,Individual,Manual,First,15.41,1508,75.88,43Nm,4
Kia Sonet 2022,2022,506974.0,26236,Petrol,Individual,Manual,Third,23.06,1999,126.29,42Nm,7
Honda City 2016,2016,150000.0,108167,Petrol,Dealer,Automatic,First,21.7,1789,77.86,34Nm,4
Tata Safari 2016,2016,150000.0,95404,LPG,Individual,Manual,First,22.01,1968,79.09,58Nm,4
Ford Endeavour 2023,2023,150000.0,94245,CNG,Dealer,Automatic,Fourth,14.53,1712,117.68,59Nm,5
Renault Duster 2013,2013,722278.5,10963,Electric,Dealer,Automatic,Third,15.04,1609,85.94,40Nm,7
Ford Freestyle 2022,2022,150000.0,103204,CNG,Dealer,Manual,Second,22.04,2057,128.0,62Nm,4
Honda Civic 2014,2014,150000.0,104540,Petrol,Dealer,Automatic,Third,10.53,1529,142.05,56Nm,5
Tata Harrier 2023,2023,373960.0,103502,Diesel,Dealer,Automatic,Third,23.15,2036,73.55,26Nm,5
Kia Seltos 2023,2023,920639.0,43902,Electric,Dealer,Manual,Third,21.16,2338,89.92,70Nm,4
Honda Amaze 2016,2016,150000.0,86751,CNG,Dealer,Automatic,First,24.16,1961,59.26,76Nm,4
Tata Nexon 2022,2022,791905.0,60026,Electric,Dealer,Automatic,Fourth,15.14,1108,178.33,77Nm,4
Kia Seltos 2017,2017,150000.0,103804,Diesel,Dealer,Manual,Fourth,10.87,1679,108.77,33Nm,7
Mahindra XUV300 2019,2019,150000.0,112919,Petrol,Dealer,Manual,Fourth,17.16,2295,50.61,54Nm,5
Tata Harrier 2012,2012,565797.5,52233,Electric,Dealer,Manual,First,13.39,2383,164.01,39Nm,4
Mahindra Scorpio 2018,2018,691279.0,75973,Electric,Dealer,Automatic,Second,16.84,1131,117.64,53Nm,4
Honda Amaze 2022,2022,245445.0,27536,CNG,Individual,Automatic,Third,13.36,1383,178.03,33Nm,4
Maruti Baleno 2013,2013,150000.0,58049,Petrol,Dealer,Automatic,Third,10.72,2093,64.05,73Nm,7
Maruti Swift 2023,2023,179643.5,25176,LPG,Dealer,Automatic,Fourth,12.3,1251,140.37,60Nm,7
Maruti Brezza 2018,2018,150000.0,96725,Petrol,Dealer,Automatic,Second,11.77,1855,64.82,26Nm,4
Kia Seltos 2021,2021,150000.0,36181,CNG,Individual,Manual,Third,18.22,2438,168.35,64Nm,5
Kia Sonet 2015,2015,357419.0,10358,Petrol,Individual,Manual,First,11.35,2173,116.52,66Nm,7
Hyundai Verna 2022,2022,150000.0,40298,LPG,Dealer,Automatic,Third,23.11,1948,160.79,43Nm,4
Honda Amaze 2023,2023,635920.0,25191,Petrol,Individual,Manual,First,15.36,1281,106.9,59Nm,7
Ford Endeavour 2013,2013,150000.0,58840,CNG,Dealer,Manual,First,15.79,1818,160.59,71Nm,5
Renault Duster 2014,2014,317669.0,24818,Diesel,Dealer,Manual,Second,18.53,1210,106.96,59Nm,5
Renault Triber 2021,2021,637627.0,13777,Diesel,Individual,Automatic,Fourth,13.92,1229,90.85,65Nm,5
Volkswagen Taigun 2021,2021,794436.5,104866,Electric,Dealer,Manual,Third,11.43,2061,136.02,35Nm,7
Kia Sonet 2022,2022,150000.0,98643,LPG,Dealer,Manual,First,17.04,1021,114.46,30Nm,7
Hyundai Venue 2017,2017,150000.0,41574,CNG,Dealer,Automatic,First,16.05,2036,80.55,49Nm,4
Kia Sonet 2013,2013,150000.0,75333,LPG,Individual,Automatic,First,16.05,2016,54.66,55Nm,7
Maruti Swift 2021,2021,150000.0,91142,CNG,Dealer,Manual,Fourth,22.66,1696,93.16,69Nm,5
Skoda Kushaq 2019,2019,150000.0,103933,CNG,Individual,Automatic,First,15.33,1197,132.38,71Nm,7
Ford Endeavour 2020,2020,277045.0,59006,Petrol,Dealer,Manual,Second,16.14,2006,83.06,32Nm,4
Tata Nexon 2018,2018,150000.0,38257,LPG,Dealer,Manual,Third,22.56,1218,126.55,69Nm,5
Kia Sonet 2022,2022,872526.0,87242,Electric,Individual,Manual,Fourth,24.03,1006,159.05,50Nm,7
Volkswagen Vento 2023,2023,589449.0,85832,Diesel,Dealer,Manual,First,14.83,1791,164.58,46Nm,7
Skoda Kushaq 2015,2015,150000.0,45860,LPG,Dealer,Automatic,Third,20.5,1925,147.3,39Nm,4
Volkswagen Polo 2023,2023,878844.5,106576,Electric,Dealer,Manual,Second,15.18,1427,137.41,65Nm,7
Mahindra Thar 2023,2023,374793.0,25126,CNG,Dealer,Automatic,Fourth,22.71,2378,155.08,53Nm,7
Hyundai i20 2018,2018,212542.0,29048,Petrol,Dealer,Manual,Second,12.2,1544,58.06,70Nm,4
Ford EcoSport 2020,2020,404556.0,14234,CNG,Dealer,Automatic,First,13.36,2259,134.13,44Nm,7
Tata Harrier 2023,2023,244851.0,97096,Petrol,Dealer,Automatic,Fourth,10.81,1851,146.68,32Nm,7
Skoda Octavia 2015,2015,150000.0,93071,CNG,Dealer,Manual,Second,11.12,1600,175.12,67Nm,5
Volkswagen Vento 2018,2018,150000.0,15326,LPG,Dealer,Automatic,Third,10.08,1264,110.62,79Nm,4
Mahindra Scorpio 2014,2014,686638.0,52287,Electric,Dealer,Manual,Third,21.76,2002,91.32,34Nm,7
Mahindra Scorpio 2020,2020,150000.0,30889,LPG,Dealer,Automatic,First,14.97,1713,88.16,80Nm,4
Skoda Kushaq 2019,2019,150000.0,83575,Petrol,Dealer,Manual,Third,19.32,1910,174.66,63Nm,4
Honda Amaze 2013,2013,150000.0,60577,CNG,Dealer,Automatic,First,16.68,2056,55.7,77Nm,5
Tata Harrier 2020,2020,339108.0,20793,Petrol,Dealer,Manual,First,21.6,2281,162.44,47Nm,4
Hyundai Creta 2020,2020,150000.0,118625,LPG,Dealer,Manual,Second,11.31,1046,57.05,70Nm,5
Ford Endeavour 2013,2013,150000.0,85361,Diesel,Dealer,Automatic,Fourth,14.75,1792,100.64,27Nm,5
Volkswagen Vento 2022,2022,714204.5,104409,Electric,Dealer,Manual,First,11.59,2433,152.3,39Nm,4
Skoda Rapid 2016,2016,150000.0,110306,LPG,Individual,Automatic,Fourth,13.3,2351,147.08,70Nm,4
Volkswagen Polo 2022,2022,291675.0,28884,CNG,Individual,Automatic,First,10.08,2131,127.57,54Nm,7
Volkswagen Vento 2016,2016,150000.0,37532,CNG,Individual,Manual,Fourth,13.31,2320,158.52,32Nm,7
Hyundai Creta 2022,2022,598757.0,114813,Electric,Dealer,Manual,Fourth,11.01,2318,62.77,66Nm,7
Skoda Octavia 2017,2017,320527.0,56810,Diesel,Dealer,Manual,First,14.77,1581,108.58,59Nm,7
Ford Endeavour 2021,2021,876307.5,29974,Electric,Dealer,Automatic,Third,21.78,1875,142.59,61Nm,4
Renault Triber 2017,2017,150000.0,27603,CNG,Dealer,Automatic,Fourth,18.28,1910,72.85,58Nm,5
Hyundai Verna 2014,2014,150000.0,80597,Diesel,Dealer,Automatic,First,19.47,2487,155.64,57Nm,4
Renault Duster 2015,2015,750633.5,14804,Electric,Dealer,Automatic,Fourth,23.37,2337,126.65,74Nm,4
Ford EcoSport 2019,2019,574191.5,75683,Electric,Dealer,Manual,Fourth,22.72,1743,154.85,59Nm,7
Mahindra XUV300 2019,2019,383582.0,30869,Diesel,Dealer,Manual,Fourth,13.48,1732,84.37,34Nm,4
Maruti Baleno 2020,2020,150000.0,113738,CNG,Dealer,Automatic,Fourth,14.86,1929,141.49,53Nm,4
Ford Endeavour 2016,2016,460812.0,85842,Electric,Dealer,Manual,Fourth,23.47,2336,60.12,36Nm,5
Renault Kwid 2020,2020,150000.0,63194,CNG,Dealer,Automatic,Fourth,12.08,1985,71.53,24Nm,7
Volkswagen Taigun 2016,2016,506036.0,37723,Diesel,Dealer,Manual,Second,19.92,1739,103.9,41Nm,7
Hyundai Venue 2022,2022,150000.0,72759,LPG,Dealer,Manual,Second,11.92,2323,127.01,28Nm,5
Volkswagen Vento 2021,2021,418441.0,29249,Petrol,Dealer,Manual,Third,18.45,1366,52.42,66Nm,7
Ford EcoSport 2015,2015,539949.5,68877,Electric,Dealer,Automatic,Fourth,21.92,1347,156.66,31Nm,4
Skoda Kushaq 2020,2020,516294.0,44671,Diesel,Dealer,Automatic,Fourth,15.78,2219,64.11,32Nm,7
Volkswagen Taigun 2022,2022,612561.0,65023,Diesel,Individual,Manual,Second,21.76,1972,115.43,27Nm,7
Hyundai Venue 2022,2022,954441.5,27082,Electric,Dealer,Manual,Fourth,20.46,2067,105.76,80Nm,5
Kia Sonet 2017,2017,542091.0,87207,Electric,Dealer,Manual,Fourth,23.65,1272,60.9,58Nm,5
Volkswagen Polo 2016,2016,180761.0,34775,Petrol,Dealer,Manual,First,20.32,2062,91.07,43Nm,4
Hyundai Creta 2018,2018,706999.5,95403,Electric,Dealer,Automatic,Third,14.13,2095,138.48,68Nm,5
Tata Tiago 2020,2020,781108.0,112732,Electric,Dealer,Automatic,Second,24.83,1756,125.09,69Nm,7
Renault Duster 2014,2014,150000.0,96413,Petrol,Dealer,Manual,Fourth,16.01,2430,94.0,55Nm,4
Skoda Kushaq 2022,2022,150000.0,102640,Petrol,Dealer,Manual,Fourth,17.08,2300,128.03,25Nm,4
Hyundai Verna 2015,2015,150000.0,58606,Petrol,Dealer,Manual,Fourth,20.67,1818,127.67,80Nm,7
Mahindra Bolero 2019,2019,751625.0,11403,Diesel,Dealer,Automatic,Second,13.48,1066,72.03,22Nm,7
Honda City 2022,2022,776647.0,10037,Diesel,Dealer,Manual,Third,18.79,1816,117.31,67Nm,5
Hyundai i20 2020,2020,940628.0,47289,Electric,Dealer,Automatic,Third,16.82,1564,102.51,20Nm,4
Ford EcoSport 2018,2018,150000.0,76353,Petrol,Dealer,Manual,Third,23.14,1694,155.71,56Nm,4
Ford Endeavour 2019,2019,907501.5,59424,Electric,Dealer,Automatic,Second,18.8,1693,53.56,27Nm,5
Ford EcoSport 2018,2018,200354.0,93055,Diesel,Dealer,Manual,Third,20.51,1842,84.24,38Nm,5
Hyundai Venue 2022,2022,150000.0,108145,CNG,Dealer,Manual,Second,18.61,1973,73.76,67Nm,5
Tata Tiago 2023,2023,517062.0,36170,Diesel,Dealer,Manual,Third,22.55,1421,96.28,69Nm,4
Hyundai i20 2013,2013,150000.0,98580,LPG,Dealer,Manual,First,23.47,1985,164.53,56Nm,5
Ford Freestyle 2014,2014,361616.0,110173,Electric,Individual,Automatic,Fourth,21.99,1452,112.18,54Nm,7
Maruti Brezza 2018,2018,358752.0,99959,Diesel,Dealer,Automatic,First,10.13,2428,137.63,44Nm,7
Skoda Rapid 2017,2017,772016.5,57395,Electric,Dealer,Automatic,Second,24.38,2121,94.6,31Nm,5
Kia Sonet 2015,2015,150000.0,64931,CNG,Dealer,Automatic,Fourth,24.69,1570,139.18,72Nm,5
Hyundai Verna 2015,2015,150000.0,82789,LPG,Dealer,Automatic,Second,10.15,1296,104.8,28Nm,7
Volkswagen Taigun 2023,2023,150000.0,51383,LPG,Dealer,Automatic,Third,20.36,2149,57.8,72Nm,7
Ford Freestyle 2022,2022,238775.5,22622,LPG,Dealer,Automatic,Third,22.15,1737,94.74,46Nm,5
Hyundai Verna 2022,2022,435277.0,89374,Diesel,Dealer,Manual,Third,21.62,1725,108.1,25Nm,5
Renault Duster 2016,2016,268685.0,70784,Diesel,Dealer,Manual,Third,22.73,1861,59.27,30Nm,7
Honda City 2017,2017,150000.0,51533,CNG,Dealer,Automatic,Fourth,15.45,1553,126.3,48Nm,5
Renault Kwid 2014,2014,296204.0,13027,Diesel,Dealer,Manual,Third,15.96,2433,62.42,79Nm,7
Kia Seltos 2012,2012,150000.0,111047,LPG,Individual,Manual,First,23.97,1535,100.68,34Nm,7
Tata Harrier 2019,2019,272889.0,92114,Diesel,Dealer,Manual,Second,23.73,1056,162.35,49Nm,4
Volkswagen Polo 2020,2020,482780.0,68306,Diesel,Dealer,Manual,Fourth,16.52,2290,133.17,54Nm,7
Ford Freestyle 2019,2019,226300.0,80735,Diesel,Dealer,Manual,Fourth,14.55,1628,50.01,72Nm,5
Mahindra Thar 2016,2016,452089.5,71498,Electric,Dealer,Manual,Fourth,21.97,1975,127.61,70Nm,5
Maruti Brezza 2015,2015,631590.5,63967,Electric,Dealer,Automatic,Fourth,15.85,1509,99.19,36Nm,4
Hyundai Venue 2022,2022,1146944.0,41399,Electric,Dealer,Automatic,Third,16.19,2326,160.95,31Nm,7
Mahindra Thar 2013,2013,150000.0,93478,LPG,Individual,Automatic,Third,10.29,2432,56.45,54Nm,7
Maruti Baleno 2013,2013,150000.0,46977,CNG,Individual,Manual,Fourth,10.22,2487,78.23,46Nm,4
Ford Freestyle 2017,2017,150000.0,70776,Petrol,Dealer,Automatic,First,11.07,1297,111.12,32Nm,4
Ford Freestyle 2012,2012,208156.0,25985,Diesel,Individual,Automatic,Fourth,21.03,1504,62.21,62Nm,7
Tata Tiago 2018,2018,150000.0,99318,CNG,Dealer,Automatic,Second,18.24,2286,65.88,50Nm,7
Ford EcoSport 2017,2017,452593.0,16827,Diesel,Individual,Manual,Second,21.92,2294,126.01,45Nm,5
Tata Nexon 2012,2012,150000.0,86162,LPG,Dealer,Manual,Third,20.29,1181,93.99,68Nm,4
Maruti Swift 2017,2017,150000.0,94485,Diesel,Dealer,Manual,Second,21.83,1997,148.37,71Nm,4
Kia Seltos 2012,2012,150000.0,100341,LPG,Dealer,Automatic,Second,18.39,1511,120.56,51Nm,4
Tata Safari 2020,2020,150000.0,55569,CNG,Individual,Automatic,Third,12.33,2224,88.44,36Nm,7
Volkswagen Polo 2019,2019,1109564.0,10094,Electric,Dealer,Automatic,Second,13.58,1036,143.73,62Nm,7
Volkswagen Polo 2015,2015,150000.0,78690,LPG,Dealer,Manual,Third,11.44,1658,135.66,22Nm,5
Mahindra XUV300 2012,2012,150000.0,36486,Petrol,Dealer,Automatic,Second,15.83,1200,113.69,59Nm,4
Skoda Octavia 2012,2012,221847.0,58018,Diesel,Dealer,Manual,First,22.48,1425,110.85,60Nm,7
Maruti Brezza 2020,2020,150000.0,107449,LPG,Individual,Automatic,First,11.06,2261,89.51,80Nm,5
Tata Nexon 2013,2013,158404.0,105049,Diesel,Dealer,Automatic,Second,19.38,1393,73.26,67Nm,7
Volkswagen Polo 2023,2023,1216309.0,23829,Electric,Dealer,Automatic,Fourth,12.5,2436,73.45,45Nm,7
Volkswagen Polo 2022,2022,1126075.5,30732,Electric,Dealer,Automatic,Third,16.19,1643,132.32,72Nm,7
Honda Civic 2015,2015,509889.0,83812,Electric,Dealer,Manual,Fourth,16.79,2124,174.78,20Nm,7
Maruti Brezza 2021,2021,898122.0,12136,Electric,Dealer,Manual,Third,14.72,1011,150.3,80Nm,5
Ford Endeavour 2020,2020,673061.0,82918,Electric,Individual,Manual,First,13.97,1075,165.65,35Nm,5
Tata Harrier 2016,2016,905432.0,22046,Electric,Dealer,Automatic,Second,12.59,1156,157.34,64Nm,7
Skoda Rapid 2021,2021,150000.0,94181,CNG,Dealer,Manual,Fourth,23.2,1158,106.46,79Nm,4
Hyundai Creta 2023,2023,732719.0,95561,Electric,Individual,Manual,Fourth,18.1,1108,69.45,52Nm,5
Tata Safari 2012,2012,150000.0,98294,LPG,Dealer,Automatic,First,12.22,1452,93.7,50Nm,5
Skoda Kushaq 2012,2012,150000.0,81847,LPG,Dealer,Automatic,First,11.96,1814,67.53,55Nm,7
Tata Tiago 2018,2018,484388.0,95491,Electric,Dealer,Manual,Second,14.85,1494,170.14,25Nm,4
Hyundai Venue 2018,2018,150000.0,57876,CNG,Individual,Manual,Third,14.57,1703,178.39,59Nm,7
Kia Seltos 2019,2019,522243.0,15882,Diesel,Individual,Manual,Third,10.82,1317,173.36,79Nm,7
Mahindra Thar 2012,2012,150000.0,54993,Petrol,Dealer,Automatic,Fourth,18.07,1962,76.49,53Nm,4
Ford Endeavour 2019,2019,284393.0,91663,Diesel,Individual,Manual,Fourth,12.55,2191,86.92,70Nm,7
Skoda Octavia 2012,2012,150000.0,70943,Petrol,Dealer,Manual,Fourth,19.9,2350,162.36,21Nm,5
Ford Endeavour 2018,2018,150000.0,40299,LPG,Individual,Manual,Third,12.98,1990,175.68,55Nm,7
Maruti Swift 2015,2015,150000.0,79391,CNG,Individual,Automatic,Fourth,20.26,1803,96.2,39Nm,7
Tata Harrier 2012,2012,150000.0,92023,CNG,Individual,Automatic,First,23.46,2134,135.4,25Nm,5
Renault Duster 2022,2022,421287.0,90274,Diesel,Dealer,Automatic,Second,23.65,2171,92.81,54Nm,4
Mahindra XUV300 2022,2022,1156670.0,28163,Electric,Dealer,Manual,Second,23.64,1630,105.91,78Nm,7
Mahindra XUV300 2017,2017,902607.0,18888,Electric,Individual,Manual,Second,14.78,1648,176.48,46Nm,4
Ford Freestyle 2023,2023,150000.0,117701,CNG,Individual,Manual,Second,24.79,1216,130.2,58Nm,4
Skoda Kushaq 2015,2015,197452.0,88166,Diesel,Dealer,Manual,First,12.01,1733,160.0,50Nm,4
Honda City 2018,2018,150000.0,74414,LPG,Dealer,Manual,Second,24.53,1393,170.31,80Nm,4
Renault Kwid 2023,2023,421066.0,97993,Diesel,Dealer,Manual,First,14.87,1360,109.48,35Nm,5
Renault Triber 2012,2012,150000.0,89682,LPG,Dealer,Automatic,Fourth,17.88,2250,163.85,70Nm,7
Maruti Swift 2019,2019,150000.0,69886,Petrol,Dealer,Manual,Fourth,19.46,1078,56.41,38Nm,7
Kia Sonet 2016,2016,150000.0,111407,CNG,Dealer,Automatic,Second,20.35,1863,167.48,49Nm,5
Kia Seltos 2023,2023,287380.0,75622,Petrol,Dealer,Manual,Second,12.68,1803,126.74,65Nm,5
Tata Tiago 2013,2013,150000.0,42778,CNG,Dealer,Manual,First,15.44,1184,118.1,44Nm,4
Volkswagen Taigun 2014,2014,728981.5,59634,Electric,Dealer,Automatic,First,22.94,1347,71.08,29Nm,5
Mahindra Scorpio 2018,2018,150000.0,50378,CNG,Dealer,Automatic,Third,24.41,2280,50.46,68Nm,4
Ford EcoSport 2019,2019,150000.0,75225,LPG,Dealer,Manual,Fourth,16.81,1485,107.44,58Nm,4
Skoda Rapid 2015,2015,150000.0,81741,CNG,Dealer,Manual,First,10.55,1376,161.0,62Nm,4
Skoda Kushaq 2016,2016,150000.0,53399,Petrol,Dealer,Manual,First,19.17,1851,139.9,58Nm,4
Skoda Kushaq 2014,2014,620397.0,69682,Electric,Dealer,Automatic,First,15.68,1188,58.8,47Nm,5
Volkswagen Vento 2016,2016,263640.0,71710,Diesel,Dealer,Manual,Third,20.44,1672,129.57,26Nm,7
Skoda Kushaq 2022,2022,327445.0,79330,Petrol,Dealer,Automatic,Third,18.63,1872,131.02,79Nm,7
Mahindra Bolero 2020,2020,150000.0,105575,LPG,Dealer,Automatic,Second,12.9,2246,65.37,49Nm,4
Hyundai Creta 2021,2021,150000.0,64346,LPG,Dealer,Manual,Third,19.61,1714,139.7,36Nm,7
Hyundai Verna 2016,2016,729227.5,76412,Electric,Dealer,Automatic,First,20.87,1231,130.08,21Nm,7
Mahindra XUV300 2017,2017,150000.0,119291,CNG,Dealer,Automatic,Fourth,19.41,1070,165.97,54Nm,7
Honda Amaze 2018,2018,150000.0,107332,Petrol,Dealer,Automatic,Third,20.28,2135,153.94,76Nm,7
Honda City 2014,2014,150000.0,46760,Petrol,Dealer,Automatic,Fourth,15.84,2281,127.37,75Nm,7
Ford Endeavour 2017,2017,150000.0,103040,Petrol,Dealer,Automatic,Fourth,22.44,1175,89.34,53Nm,5
Ford EcoSport 2013,2013,150000.0,59049,Petrol,Dealer,Manual,First,23.57,1906,70.03,41Nm,7
Kia Sonet 2017,2017,262321.0,28781,Petrol,Dealer,Manual,Second,22.97,2481,65.06,39Nm,4
Maruti Swift 2017,2017,150000.0,71194,Petrol,Dealer,Manual,Third,23.38,1044,91.71,32Nm,7
Ford Freestyle 2020,2020,150000.0,51831,LPG,Individual,Manual,Third,24.37,1303,122.75,26Nm,4
Tata Harrier 2020,2020,150000.0,51744,CNG,Individual,Manual,Third,19.2,2173,94.04,48Nm,4
Maruti Baleno 2012,2012,150000.0,71700,Petrol,Dealer,Manual,Fourth,20.57,1108,165.87,60Nm,4
Kia Sonet 2016,2016,163001.0,53559,Diesel,Dealer,Manual,Fourth,23.8,2160,110.88,49Nm,4
Ford Endeavour 2022,2022,150000.0,103089,LPG,Dealer,Automatic,Second,15.45,1456,73.84,78Nm,4
Honda Amaze 2019,2019,150000.0,73898,Petrol,Dealer,Manual,Fourth,12.56,1229,149.83,58Nm,5
Skoda Rapid 2020,2020,150000.0,23491,LPG,Dealer,Manual,Third,17.99,2136,102.11,46Nm,7
Tata Safari 2020,2020,198423.5,30843,LPG,Dealer,Automatic,First,21.76,1695,106.6,70Nm,4
Honda Civic 2023,2023,683341.0,40953,Diesel,Dealer,Manual,Fourth,18.33,1232,156.86,31Nm,7
Ford Freestyle 2013,2013,150000.0,88415,Petrol,Individual,Automatic,Third,13.26,2010,68.06,57Nm,7
Maruti Baleno 2022,2022,192719.0,29558,LPG,Individual,Automatic,Fourth,20.22,2258,91.16,56Nm,7
Ford Freestyle 2023,2023,192343.0,55123,Petrol,Dealer,Manual,Fourth,18.23,1259,56.91,65Nm,5
Volkswagen Polo 2013,2013,150000.0,46989,Petrol,Dealer,Manual,Fourth,20.68,2436,102.78,47Nm,7
Volkswagen Vento 2022,2022,150000.0,32729,LPG,Dealer,Manual,Second,12.31,2135,179.67,62Nm,5
Mahindra XUV300 2012,2012,150000.0,19403,Petrol,Individual,Manual,Fourth,19.63,2345,104.06,49Nm,5
Skoda Octavia 2021,2021,150000.0,33566,LPG,Individual,Automatic,Fourth,19.07,1785,125.13,74Nm,5
Tata Harrier 2018,2018,813837.0,81587,Electric,Dealer,Automatic,First,11.7,1075,112.6,64Nm,7
Hyundai Creta 2023,2023,790606.0,105852,Electric,Dealer,Automatic,Fourth,11.33,2056,111.42,67Nm,4
Hyundai Verna 2021,2021,225605.0,16917,CNG,Dealer,Manual,Fourth,14.97,1927,95.88,71Nm,7
Ford Freestyle 2014,2014,856016.0,14630,Electric,Dealer,Automatic,Third,18.59,1123,135.32,38Nm,7
Skoda Rapid 2016,2016,150000.0,73538,Petrol,Dealer,Manual,First,14.13,1567,83.4,67Nm,5
Hyundai Creta 2021,2021,433302.0,106857,Diesel,Dealer,Automatic,Third,17.27,1357,153.92,75Nm,5
Maruti Brezza 2013,2013,505717.5,29014,Electric,Dealer,Manual,Fourth,20.89,1843,71.75,56Nm,5
Honda City 2022,2022,414925.0,44654,Petrol,Dealer,Manual,Second,21.19,1948,147.82,54Nm,5
Tata Tiago 2022,2022,150000.0,102485,LPG,Individual,Automatic,Third,23.91,1295,108.35,63Nm,7
Honda Civic 2022,2022,561153.0,15376,Petrol,Dealer,Automatic,Fourth,14.01,2248,62.78,61Nm,7
